file,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
Strathallan_perth-kinross12-07.csv__hit106,Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit107,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit108,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Murray LYLE (Con),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit109,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit110,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit111,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit112,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit113,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit114,Tom GRAY (SNP),Ann GAUNT (LD),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit115,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit116,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit117,Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit118,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit119,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit120,Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit121,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit122,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit123,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit124,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit125,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit126,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit127,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit128,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit129,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit130,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit131,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit132,Tom GRAY (SNP),Murray LYLE (Con),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit133,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit134,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit135,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit136,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit137,Tom GRAY (SNP),Ann GAUNT (LD),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit138,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit139,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit140,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit141,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit142,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit143,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit144,Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit145,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit146,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit147,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit148,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit149,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit150,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit151,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit152,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit153,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit154,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit155,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit156,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit157,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit158,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit159,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit160,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit161,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit162,Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit163,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit164,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit165,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit166,Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit167,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit168,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit169,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit170,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit171,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit172,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit173,Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit174,Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit175,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit176,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit177,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit178,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit179,Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit180,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit181,Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit182,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit183,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit184,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit185,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit186,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit187,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit188,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit189,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit190,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit191,Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit192,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit193,Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit194,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit195,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Murray LYLE (Con),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit196,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit197,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit198,Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Strathallan_perth-kinross12-07.csv__hit199,Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Ann GAUNT (LD),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP),Tom GRAY (SNP)
Ward1-NorthIsles_shetland17-01.csv__hit0,Duncan SIMPSON (Ind),Duncan SIMPSON (Ind),Duncan SIMPSON (Ind),Duncan SIMPSON (Ind),Alec George PRIEST (Ind),Duncan SIMPSON (Ind),Alec George PRIEST (Ind),Duncan SIMPSON (Ind),Duncan SIMPSON (Ind),Duncan SIMPSON (Ind)
Ward1-NorthIsles_shetland17-01.csv__hit1,Alec George PRIEST (Ind),Alec George PRIEST (Ind),Alec George PRIEST (Ind),Alec George PRIEST (Ind),Alec George PRIEST (Ind),Alec George PRIEST (Ind),Alec George PRIEST (Ind),Alec George PRIEST (Ind),Alec George PRIEST (Ind),Alec George PRIEST (Ind)
