file,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
Ward17-MotherwellWest_n-lanarks17-017.csv__hit194,Michael Edward ROSS (Lab),Annette VALENTINE (SNP),Paul KELLY (Lab),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP)
Ward17-MotherwellWest_n-lanarks17-017.csv__hit195,Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP)
Ward17-MotherwellWest_n-lanarks17-017.csv__hit196,Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP)
Ward17-MotherwellWest_n-lanarks17-017.csv__hit197,Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Paul KELLY (Lab),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP)
Ward17-MotherwellWest_n-lanarks17-017.csv__hit198,Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP)
Ward17-MotherwellWest_n-lanarks17-017.csv__hit199,Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Paul KELLY (Lab),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP),Annette VALENTINE (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit0,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit1,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit2,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit3,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit4,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit5,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit6,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit7,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit8,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit9,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit10,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit11,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit12,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit13,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit14,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit15,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit16,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit17,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit18,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit19,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit20,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit21,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit22,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit23,Claire BARCLAY (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit24,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit25,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit26,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit27,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit28,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit29,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit30,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit31,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit32,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit33,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit34,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit35,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit36,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit37,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit38,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit39,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit40,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit41,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit42,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit43,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit44,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit45,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit46,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit47,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit48,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit49,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit50,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit51,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit52,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit53,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit54,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit55,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit56,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit57,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit58,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit59,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit60,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit61,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit62,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit63,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit64,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit65,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit66,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit67,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit68,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit69,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
Ward4-CumbernauldEast_n-lanarks17-004.csv__hit70,Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP),Tom JOHNSTON (SNP)
