file,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit61,Dale Washam,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit62,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit63,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit64,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit65,Jan Shabro,Dale Washam,Jan Shabro,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Terry Lee,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit66,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit67,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit68,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit69,Dale Washam,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit70,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit71,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit72,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit73,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Terry Lee,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit74,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit75,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit76,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit77,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit78,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit79,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit80,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit81,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Terry Lee,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit82,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit83,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit84,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit85,Barbara Gelman,Jan Shabro,Barbara Gelman,Barbara Gelman,Terry Lee,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit86,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit87,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Jan Shabro,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit88,Barbara Gelman,Jan Shabro,Jan Shabro,Barbara Gelman,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit89,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit90,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit91,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit92,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro,Terry Lee,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit93,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Terry Lee,Terry Lee,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit94,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit95,Jan Shabro,Barbara Gelman,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit96,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit97,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit98,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit99,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit100,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit101,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit102,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Jan Shabro,Barbara Gelman,Barbara Gelman,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit103,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit104,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit105,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit106,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Terry Lee,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit107,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit108,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit109,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit110,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit111,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit112,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Jan Shabro,Barbara Gelman,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit113,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit114,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit115,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit116,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit117,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit118,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit119,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Jan Shabro,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit120,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Terry Lee,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit121,Dale Washam,Jan Shabro,Dale Washam,Jan Shabro,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit122,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit123,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit124,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit125,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit126,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit127,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit128,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit129,Jan Shabro,Barbara Gelman,Jan Shabro,Barbara Gelman,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit130,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit131,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit132,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit133,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit134,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit135,Jan Shabro,Jan Shabro,Jan Shabro,Barbara Gelman,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit136,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit137,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit138,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit139,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit140,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Terry Lee,Terry Lee,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit141,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit142,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit143,Jan Shabro,Jan Shabro,Jan Shabro,Terry Lee,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit144,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit145,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit146,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit147,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Jan Shabro,Barbara Gelman,Terry Lee,Dale Washam,Dale Washam,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit148,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Terry Lee,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit149,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit150,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit151,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit152,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit153,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit154,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit155,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit156,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit157,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit158,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit159,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit160,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Terry Lee,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit161,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit162,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Jan Shabro,Barbara Gelman,Dale Washam,Dale Washam,Barbara Gelman,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit163,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit164,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit165,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit166,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Jan Shabro,Terry Lee,Terry Lee,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit167,Barbara Gelman,Barbara Gelman,Jan Shabro,Barbara Gelman,Barbara Gelman,Dale Washam,Barbara Gelman,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit168,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit169,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit170,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit171,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit172,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit173,Barbara Gelman,Barbara Gelman,Barbara Gelman,Terry Lee,Jan Shabro,Dale Washam,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit174,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit175,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Jan Shabro,Dale Washam,Dale Washam,Barbara Gelman,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit176,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit177,Barbara Gelman,Dale Washam,Barbara Gelman,Barbara Gelman,Barbara Gelman,Dale Washam,Dale Washam,Dale Washam,Barbara Gelman,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit178,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit179,Jan Shabro,Dale Washam,Jan Shabro,Terry Lee,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit180,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit181,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit182,Dale Washam,Jan Shabro,Jan Shabro,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit183,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit184,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit185,Dale Washam,Dale Washam,Jan Shabro,Jan Shabro,Terry Lee,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit186,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit187,Terry Lee,Jan Shabro,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
PierceCounty_11042008_CountyAssessorTreasurer.csv__hit188,Jan Shabro,Dale Washam,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Jan Shabro,Dale Washam
