election_id,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith-plurality,smith-irv,smith-minimax,ranked-pairs,bucklin,smith,tvr-om,tvr-avg,tvr-pm,diversity-0,diversity-1,diversity-2,diversity-3,diversity-4,diversity-5,diversity-6,diversity-7,diversity-8,diversity-9,diversity-10
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit107,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['KINGSLEY Jason']","['BAKER Andrew']","['BAKER Andrew']","['KINGSLEY Jason']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['SIMMONS Jim']","['TOMS Karen', 'BAKER Andrew', 'SIMMONS Jim', 'KINGSLEY Jason', 'WILLIAMSON Richie']","BAKER Andrew","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit108,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['KINGSLEY Jason']","['BAKER Andrew']","['TOMS Karen']","['KINGSLEY Jason']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen', 'BAKER Andrew', 'SIMMONS Jim', 'KINGSLEY Jason', 'WILLIAMSON Richie']","BAKER Andrew","TOMS Karen","TOMS Karen","TOMS Karen","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","TOMS Karen","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit109,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['SIMMONS Jim', 'TOMS Karen', 'WILLIAMSON Richie', 'BAKER Andrew']","BAKER Andrew","TOMS Karen","TOMS Karen","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit110,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","TOMS Karen","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit111,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","TOMS Karen","TOMS Karen","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit112,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit113,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","WILLIAMSON Richie","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit114,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie', 'BAKER Andrew']",TIED,"['BAKER Andrew']","['WILLIAMSON Richie', 'BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew']","BAKER Andrew","TIED","TIED","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit115,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit116,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","WILLIAMSON Richie","TOMS Karen","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit117,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","BAKER Andrew","TIED","WILLIAMSON Richie","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit118,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","BAKER Andrew","TOMS Karen","TOMS Karen","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit119,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","WILLIAMSON Richie","TOMS Karen","WILLIAMSON Richie","TOMS Karen","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit120,"['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen']","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","BAKER Andrew","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","BAKER Andrew","BAKER Andrew","BAKER Andrew","BAKER Andrew"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit121,"['WILLIAMSON Richie']","['TOMS Karen']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen', 'SIMMONS Jim']","TOMS Karen","TOMS Karen","TOMS Karen","SIMMONS Jim","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit122,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen']","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit123,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen']","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","TOMS Karen","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit124,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen']","BAKER Andrew","WILLIAMSON Richie","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit125,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['TOMS Karen']","['KINGSLEY Jason']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen']","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit126,"['WILLIAMSON Richie']","['WILLIAMSON Richie']",TIED,"['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['TOMS Karen']","['SIMMONS Jim', 'WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen']","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit127,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen']","BAKER Andrew","BAKER Andrew","TOMS Karen","TOMS Karen","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit128,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['KINGSLEY Jason']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew', 'KINGSLEY Jason', 'WILLIAMSON Richie', 'TOMS Karen']","BAKER Andrew","WILLIAMSON Richie","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit129,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['WILLIAMSON Richie', 'BAKER Andrew', 'TOMS Karen']","BAKER Andrew","TOMS Karen","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit130,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['BAKER Andrew']","['SIMMONS Jim', 'BAKER Andrew', 'KINGSLEY Jason', 'WILLIAMSON Richie', 'TOMS Karen']","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit131,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen', 'WILLIAMSON Richie', 'BAKER Andrew']","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit132,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen', 'WILLIAMSON Richie', 'BAKER Andrew']","BAKER Andrew","TOMS Karen","TOMS Karen","WILLIAMSON Richie","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit133,"['WILLIAMSON Richie']","['TOMS Karen']","['WILLIAMSON Richie']","['TOMS Karen']","['SIMMONS Jim']","['TOMS Karen']","['WILLIAMSON Richie']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen', 'WILLIAMSON Richie', 'SIMMONS Jim', 'BAKER Andrew']","BAKER Andrew","TOMS Karen","TOMS Karen","WILLIAMSON Richie","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen","TOMS Karen"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit134,"['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['TOMS Karen', 'WILLIAMSON Richie', 'BAKER Andrew']","BAKER Andrew","BAKER Andrew","TOMS Karen","TOMS Karen","WILLIAMSON Richie","BAKER Andrew","TOMS Karen","TOMS Karen","TOMS Karen","BAKER Andrew","BAKER Andrew","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit135,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['BAKER Andrew', 'TOMS Karen', 'WILLIAMSON Richie']","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit136,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['KINGSLEY Jason']","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","[]","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['WILLIAMSON Richie', 'KINGSLEY Jason', 'SIMMONS Jim', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit137,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['KINGSLEY Jason']","['BAKER Andrew']","['WILLIAMSON Richie']","['KINGSLEY Jason']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['WILLIAMSON Richie', 'TOMS Karen', 'BAKER Andrew', 'KINGSLEY Jason']","BAKER Andrew","TOMS Karen","TOMS Karen","TOMS Karen","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit138,"['WILLIAMSON Richie']","['BAKER Andrew']","['KINGSLEY Jason']","['KINGSLEY Jason']","['BAKER Andrew']","['BAKER Andrew']","['KINGSLEY Jason']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie', 'KINGSLEY Jason', 'SIMMONS Jim', 'TOMS Karen', 'BAKER Andrew']","BAKER Andrew","KINGSLEY Jason","KINGSLEY Jason","KINGSLEY Jason","TOMS Karen","BAKER Andrew","KINGSLEY Jason","KINGSLEY Jason","KINGSLEY Jason","BAKER Andrew","BAKER Andrew","KINGSLEY Jason","KINGSLEY Jason","KINGSLEY Jason"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit139,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['TOMS Karen']","['WILLIAMSON Richie']","[]","['TOMS Karen']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['TOMS Karen']","['TOMS Karen']","['BAKER Andrew', 'TOMS Karen', 'WILLIAMSON Richie']","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit140,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['BAKER Andrew', 'TOMS Karen', 'WILLIAMSON Richie']","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","BAKER Andrew","WILLIAMSON Richie","WILLIAMSON Richie"
NSW_Local_Government_2016_Clarence_Valley_Counci 9 seats.csv__hit141,"['WILLIAMSON Richie']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['TOMS Karen']","['BAKER Andrew']","['BAKER Andrew']","['WILLIAMSON Richie']","[]","['BAKER Andrew']","['WILLIAMSON Richie']","['WILLIAMSON Richie']","['BAKER Andrew']","['BAKER Andrew']","['TOMS Karen']","['BAKER Andrew', 'TOMS Karen', 'WILLIAMSON Richie']","BAKER Andrew","BAKER Andrew","TOMS Karen","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","WILLIAMSON Richie","BAKER Andrew","BAKER Andrew","BAKER Andrew","BAKER Andrew","BAKER Andrew"
