file,percent,rows,all_agree_pct,om_avg_agree_pct,om_pm_agree_pct,avg_pm_agree_pct
AirdandLochNess_PreferenceProfile_V0001_Aird_and_Loch_Ness_06052022_161539,0.2,7,100.0,100.0,100.0,100.0
AirdandLochNess_PreferenceProfile_V0001_Aird_and_Loch_Ness_06052022_161539,0.4,7,100.0,100.0,100.0,100.0
AirdandLochNess_PreferenceProfile_V0001_Aird_and_Loch_Ness_06052022_161539,0.5,6,100.0,100.0,100.0,100.0
Airyhall-Broomhill-GarthdeeWard_Ward11.csv,0.0,6,100.0,100.0,100.0,100.0
Airyhall-Broomhill-GarthdeeWard_Ward11.csv,0.1,5,100.0,100.0,100.0,100.0
Airyhall-Broomhill-GarthdeeWard_Ward11.csv,0.2,5,100.0,100.0,100.0,100.0
Airyhall-Broomhill-GarthdeeWard_Ward11.csv,0.3,5,100.0,100.0,100.0,100.0
Airyhall-Broomhill-GarthdeeWard_Ward11.csv,0.4,5,100.0,100.0,100.0,100.0
Airyhall-Broomhill-GarthdeeWard_Ward11.csv,0.5,4,100.0,100.0,100.0,100.0
AiryhallBroomhillGarthdeeWard_aberdeen17-11.csv,0.0,5,100.0,100.0,100.0,100.0
AiryhallBroomhillGarthdeeWard_aberdeen17-11.csv,0.1,4,100.0,100.0,100.0,100.0
AiryhallBroomhillGarthdeeWard_aberdeen17-11.csv,0.2,4,100.0,100.0,100.0,100.0
AiryhallBroomhillGarthdeeWard_aberdeen17-11.csv,0.3,4,100.0,100.0,100.0,100.0
AiryhallBroomhillGarthdeeWard_aberdeen17-11.csv,0.4,4,100.0,100.0,100.0,100.0
AiryhallBroomhillGarthdeeWard_aberdeen17-11.csv,0.5,3,100.0,100.0,100.0,100.0
AlmondWard_edinburgh12-01.csv,0.0,8,100.0,100.0,100.0,100.0
AlmondWard_edinburgh12-01.csv,0.1,7,100.0,100.0,100.0,100.0
AlmondandEarn_perth-kinross12-09,0.0,7,100.0,100.0,100.0,100.0
AlmondandEarn_perth-kinross12-09,0.1,6,100.0,100.0,100.0,100.0
AlmondandEarn_perth-kinross12-09,0.2,6,100.0,100.0,100.0,100.0
AlmondandEarn_perth-kinross12-09,0.3,6,100.0,100.0,100.0,100.0
AlmondandEarn_perth-kinross12-09,0.5,5,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar12-09.csv,0.0,7,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar12-09.csv,0.1,6,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar12-09.csv,0.2,6,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar12-09.csv,0.3,6,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar12-09.csv,0.4,7,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar12-09.csv,0.5,5,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar17-09.csv,0.0,7,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar17-09.csv,0.1,6,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar17-09.csv,0.2,6,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar17-09.csv,0.3,6,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar17-09.csv,0.4,6,100.0,100.0,100.0,100.0
AnTaobhSiaragusNis_eilean-siar17-09.csv,0.5,5,100.0,100.0,100.0,100.0
Andersonward_anderston.csv,0.0,10,100.0,100.0,100.0,100.0
AnnandaleEastandEskdaleWard_dumgal12-13.csv,0.0,10,100.0,100.0,100.0,100.0
AnnandaleEastandEskdale_dumgal17-12.csv,0.0,7,100.0,100.0,100.0,100.0
AnnandaleEastandEskdale_dumgal17-12.csv,0.1,6,100.0,100.0,100.0,100.0
AnnandaleEastandEskdale_dumgal17-12.csv,0.2,6,100.0,100.0,100.0,100.0
AnnandaleEastandEskdale_dumgal17-12.csv,0.3,6,100.0,100.0,100.0,100.0
AnnandaleEastandEskdale_dumgal17-12.csv,0.4,6,100.0,100.0,100.0,100.0
AnnandaleEastandEskdale_dumgal17-12.csv,0.5,5,100.0,100.0,100.0,100.0
AnnandaleNorth_dumgal17-11.csv,0.0,6,100.0,100.0,100.0,100.0
AnnandaleNorth_dumgal17-11.csv,0.1,5,100.0,100.0,100.0,100.0
AnnandaleNorth_dumgal17-11.csv,0.2,5,100.0,100.0,100.0,100.0
AnnandaleNorth_dumgal17-11.csv,0.3,5,100.0,100.0,100.0,100.0
