file,candidate_cloned,percent,unique_winners,diverges,method
TweeddaleEastWard_sc-borders12-02,Graham GARVIE LD,0.0,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Robin TATLER Lab,0.0,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Stuart BELL SNP,0.0,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,none,0.0,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
Nith_dumgal17-09.csv,John CAMPBELL SNP,0.1,"['Clone', 'Elaine MURRAY Lab']",True,OM
TweeddaleEastWard_sc-borders12-02,David COXInd,0.1,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Frances PRINGLE Scottish Borders,0.1,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Robin TATLER Lab,0.1,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
Ward1-KirriemuirandDean_ward1.csv,Euan WALKER-MUNRO Con,0.1,"['Julie BELL SNP', 'Ronnie PROCTOR Con']",True,OM
Ward6-InverclydeSouthWest_inverclyde12-06,Ciano REBECCHI LD,0.1,"['Ciano REBECCHI LD', 'Innes NELSON SNP']",True,OM
LowerDeesideWard_Ward9.csv,M. Tauqeer MALIK Lab,0.2,"['M. Tauqeer MALIK Lab', 'Marie Louise BOULTON Ind']",True,OM
TweeddaleEastWard_sc-borders12-02,David COXInd,0.2,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Frances PRINGLE Scottish Borders,0.2,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Robin TATLER Lab,0.2,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
Ward3-Kingswells-Sheddocksley_aberdeen12-03.csv,LD Steve DELANEY,0.2,"['LD Steve DELANEY', 'SNP David John CAMERON']",True,OM
10.BishoptonBridgeofWeirLangbankWard_renfs12-10,James Wyatt Hale MACLAREN Con,0.3,"['James Wyatt Hale MACLAREN Con', 'Mike HOLMES Lab']",True,OM
BarrheadLibosideandUplawmoor_e-renfs17-1.csv,Angela CONVERY SNP,0.3,"['Angela CONVERY SNP', 'Clone']",True,OM
LerwickNorth_shetland12-06,Malcolm BELL Ind,0.3,"['Clone', 'Malcolm BELL Ind']",True,OM
TweeddaleEastWard_sc-borders12-02,David COXInd,0.3,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Frances PRINGLE Scottish Borders,0.3,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Robin TATLER Lab,0.3,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
Ward4Cardonald_glasgow17-004.csv,Elaine MCSPORRAN SNP,0.3,"['Clone', 'Elaine MCSPORRAN SNP']",True,OM
Ward7-ArbroathEastandLunan_ward7.csv,Brenda DURNO SNP,0.3,"['Brenda DURNO SNP', 'Lois SPEED Ind']",True,OM
CromartyFirth_PreferenceProfile_V0001_Cromarty_Firth_06052022_161538,Pauline MUNRO Ind,0.4,"['Clone', 'Molly NOLAN LD']",True,OM
KirkintillochEastandTwechar_e-duns12-08.csv,Stewart MACDONALD Lab,0.4,"['Clone', 'Stewart MACDONALD Lab']",True,OM
TrossachsandTeith_stirling17-01,Evelyn TWEED SNP,0.4,"['Clone', 'Evelyn TWEED SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,David COXInd,0.4,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Frances PRINGLE Scottish Borders,0.4,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Robin TATLER Lab,0.4,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
Ward18-HamiltonWestandEarnock_s-lanarks17-18,Allan FALCONER Lab,0.4,"['Allan FALCONER Lab', 'Clone']",True,OM
Ward4-CumbernauldEast_n-lanarks17-004,Tom JOHNSTON SNP,0.4,"['Clone', 'Tom JOHNSTON SNP']",True,OM
