file,first_flip_percent,method
Ward18EastCentre_glasgow12-18.csv,0.4,AVG
Ward18EastCentre_glasgow17-018.csv,0.4,AVG
Ward18MotherwellSouthEastandRavenscraig_n-lanarks12-18,0.4,AVG
Ward19-EastNeukLandward_PreferenceProfile_V0001_Ward-19-East-Neuk-and-Landward_06052022_145551.csv,0.4,AVG
Ward19-Mearns_aberdeenshire17-19.csv,0.4,AVG
Ward19-MotherwellSouthEastandRavenscraig_Preference Profile Ward 19 Motherwell South East and Ravenscraig,0.4,AVG
Ward19Shettleston_Ward19,0.4,AVG
Ward19Shettleston_glasgow17-019.csv,0.4,AVG
Ward1BarrheadLibosideandUplawmoor_ward1_copy.csv,0.4,AVG
Ward1ClackmannanshireWest_ward1.csv,0.4,AVG
Ward1Linn_Glasgow 2022 Linn Ward,0.4,AVG
Ward1Linn_glasgow12-01.csv,0.4,AVG
Ward1MusselburghWest_e-lothian12-01.csv,0.4,AVG
Ward2-BroxburnUphallandWinchburgh_west lothian2022ward 2,0.4,AVG
Ward2-ClydesdaleNorth_s-lanarks17-02,0.4,AVG
Ward2-CumbernauldNorth_Preference Profile Ward 2 Cumbernauld North,0.4,AVG
Ward2-DunfermlineNorth_PreferenceProfile_V0001_Ward-2-Dunfermline-North_06052022_151927.csv,0.4,AVG
Ward2-DunfermlineNorth_fife17-02.csv,0.4,AVG
Ward2-ForthandEndrick_preferenceprofile_v0001_ward-2-forth-and-endrick_06052022_124253,0.4,AVG
Ward2-Grangemouth_ward2.csv,0.4,AVG
Ward2-KintyreandtheIslands_ward2.csv,0.4,AVG
Ward2-Leven_west dunbartonshire2022ward 2,0.4,AVG
Ward2-Lochee_Dundee 2024 by-election Lochee,0.4,AVG
Ward2-Lochee_Ward2.csv,0.4,AVG
Ward2-PentlandHills_ward2.csv,0.4,AVG
Ward2-PrestonSetonandGosford_Ward2.csv,0.4,AVG
Ward2-RenfrewSouthandGallowhill_renfs17-02,0.4,AVG
Ward2-TweeddaleEast_sc borders2022ward 2,0.4,AVG
Ward20-Cupar_PreferenceProfile_V0001_Ward-20-Cupar_06052022_151928.csv,0.4,AVG
Ward20-Larkhall_s-lanarks17-20,0.4,AVG
Ward20-Larkhall_ward_20_larkhall_preference_profile,0.4,AVG
Ward20-Murdostoun_Preference Profile Ward 20 Murdostoun,0.4,AVG
Ward20Baillieston_glasgow12-20.csv,0.4,AVG
Ward20Baillieston_glasgow17-020.csv,0.4,AVG
Ward21-FortWilliamandArdnamurchan_Highland 2021 by-election Fort William,0.4,AVG
Ward21-FortWilliamandArdnamurchan_highland17-21,0.4,AVG
Ward21-LevenKennowayLargo_PreferenceProfile_V0001_Ward-21-Leven-Kennoway-and-Largo_06052022_145552.csv,0.4,AVG
Ward21-LevenKennowayLargo_fife17-21.csv,0.4,AVG
Ward21-Wishaw_n-lanarks17-021,0.4,AVG
Ward21NorthEast_Glasgow 2024 by-election Ward 21,0.4,AVG
Ward21NorthEast_Ward21,0.4,AVG
Ward22-BuckhavenMethilWemyssVillages_PreferenceProfile_V0001_Ward-22-Buckhaven-Methil-and-Wemyss-Villages_06052022_151928.csv,0.4,AVG
Ward22-BuckhavenMethilWemyssVillages_fife17-22.csv,0.4,AVG
Ward23PartickEast-Kelvindale_Ward23,0.4,AVG
Ward23PartickEastKelvindale_glasgow17-023.csv,0.4,AVG
Ward2CumbernauldNorth_n-lanarks12-02,0.4,AVG
Ward2Newlands-Auldburn_glasgow12-02.csv,0.4,AVG
Ward3-AyrNorth_south ayrshire2022ward 3,0.4,AVG
Ward3-BearsdenSouth_ward3.csv,0.4,AVG
Ward3-BlairgowrieandGlens_Ward3,0.4,AVG
Ward3-ClydesdaleEast_s-lanarks17-03,0.4,AVG
Ward3-ClydesdaleEast_ward_3_clydesdale_east_preference_profile,0.4,AVG
Ward3-CumbernauldSouth_Preference Profile Ward 3 Cumbernauld South,0.4,AVG
Ward3-CumbernauldSouth_n-lanarks17-003,0.4,AVG
Ward3-DeeandGlenkens_ward3.csv,0.4,AVG
Ward3-Dumbarton_west dunbartonshire2022ward 3,0.4,AVG
Ward3-DunfermlineCentral_PreferenceProfile_V0001_Ward-3-Dunfermline-Central_06052022_145551.csv,0.4,AVG
Ward3-ForfarandDistrict_ward3.csv,0.4,AVG
Ward3-FraserburghandDistrict_preferenceprofile_v0001_ward-3-fraserburgh-and-district_06052022_172124.csv,0.4,AVG
Ward3-InverclydeNorth_inverclyde12-03,0.4,AVG
Ward3-KilmarnockWestandCrosshouse_Ward3.csv,0.4,AVG
Ward3-Kingswells-Sheddocksley_aberdeen12-03.csv,0.4,AVG
Ward3-LivingstonNorth_w-lothian17-03,0.4,AVG
Ward3-LivingstonNorth_west lothian2022ward 3,0.4,AVG
Ward3-TranentWallyfordandMacmerry_Ward3.csv,0.4,AVG
Ward3-WestEnd_Ward3.csv,0.4,AVG
Ward3ClackmannanshireCentral_clackmannanshire 2019 by-election ward 3 central,0.4,AVG
Ward3ClackmannanshireCentral_ward3.csv,0.4,AVG
Ward3CumbernauldSouth_n-lanarks12-03,0.4,AVG
Ward3GreaterPollok_glasgow12-03.csv,0.4,AVG
Ward3GreaterPollok_glasgow17-003.csv,0.4,AVG
Ward4-AyrEast_s-ayrshire12-04,0.4,AVG
Ward4-AyrEast_south ayrshire2022ward 4,0.4,AVG
Ward4-BishopbriggsNorthCampsie_ward4.csv,0.4,AVG
Ward4-CarseKinnairdandTryst_falkirk17-04.csv,0.4,AVG
Ward4-ClydesdaleSouth_s-lanarks17-04,0.4,AVG
Ward4-ClydesdaleSouth_ward_4_clydesdale_south_preference_profile,0.4,AVG
Ward4-Coldside_Ward4.csv,0.4,AVG
Ward4-CumbernauldEast_Preference Profile WArd 4 Cumbernauld East,0.4,AVG
Ward4-CumbernauldEast_n-lanarks17-004,0.4,AVG
Ward4-DunfermlineSouth_fife17-04.csv,0.4,AVG
Ward4-Forth_ward4.csv,0.4,AVG
Ward4-Highland_Perth Kinross 2018 by-election Ward 4,0.4,AVG
Ward4-Highland_Ward4,0.4,AVG
Ward4-LivingstonSouth_w-lothian17-04,0.4,AVG
Ward4-MonifiethandSidlaw_ward4.csv,0.4,AVG
Ward4-NorthBerwickCoastal_Ward4.csv,0.4,AVG
Ward4-ShetlandCentral_ward-4-shetland-central-preference-profile,0.4,AVG
Ward4-StirlingNorth_preferenceprofile_v0001_ward-4-stirling-north_06052022_124253,0.4,AVG
Ward4-WestMainlandWard_ward4,0.4,AVG
Ward4Cardonald_Ward4,0.4,AVG
Ward4ClackmannanshireSouth_clacks17-004.csv,0.4,AVG
Ward4ClackmannanshireSouth_ward4.csv,0.4,AVG
Ward4Craigton_glasgow12-04.csv,0.4,AVG
Ward5-AvondaleandStonehouse_s-lanarks17-05,0.4,AVG
Ward5-AvondaleandStonehouse_ward_5_avondale_and_stonehouse_preference_profile,0.4,AVG
Ward5-AyrWest_south ayrshire2022ward 5,0.4,AVG
Ward5-CarnoustieandDistrict_ward5.csv,0.4,AVG
Ward5-EastLivingstonandEastCalder_w-lothian17-05,0.4,AVG
Ward5-HaddingtonandLammermuir_Ward5.csv,0.4,AVG
Ward5-Hilton-Stockethill_aberdeen12-05.csv,0.4,AVG
Ward5-InverclydeWest_PreferenceProfile_Ward-5,0.4,AVG
Ward5-Inverleith_edinburgh17-05.csv,0.4,AVG
Ward5-LeaderdaleMelrose_sc borders2022ward 5,0.4,AVG
Ward5-LeaderdaleandMelrose_Scottish Borders 2021 by-elction Ward 5,0.4,AVG
Ward5-LeaderdaleandMelrose_sc-borders17-05,0.4,AVG
Ward5-LerwickNorthandBressay_ward-5-lerwick-north-and-bressay-preference-profile,0.4,AVG
Ward5-Maryfield_Ward5.csv,0.4,AVG
Ward5-PaisleyEastandCentral_renfs17-05,0.4,AVG
Ward5-Rosyth_PreferenceProfile_V0001_Ward-5-Rosyth_06052022_145544.csv,0.4,AVG
Ward5-SteppsChrystonandMuirhead_Preference Profile Ward 5 Stepps Chryston and Muirhead,0.4,AVG
Ward5ClackmannanshireEast_ward5.csv,0.4,AVG
Ward5Strathkelvin_n-lanarks12-05,0.4,AVG
Ward6-Cowal_ward6.csv,0.4,AVG
Ward6-EastKilbrideSouth_s-lanarks12-06,0.4,AVG
Ward6-EastKilbrideSouth_s-lanarks17-06,0.4,AVG
Ward6-EastKilbrideSouth_ward_6_east_kilbride_south_preference_profile,0.4,AVG
Ward6-FauldhouseandtheBreichValley_west lothian2022ward 6,0.4,AVG
Ward6-GartcoshGlenboigandMoodiesburn_n-lanarks17-006,0.4,AVG
Ward6-InverclydeSouthWest_inverclyde12-06,0.4,AVG
Ward6-InverkeithingDalgetyBay_PreferenceProfile_V0001_Ward-6-Inverkeithing-and-Dalgety-Bay_06052022_151927.csv,0.4,AVG
Ward6-InverkeithingDalgetyBay_fife17-06.csv,0.4,AVG
Ward6-MidBerwickshire_sc borders2022ward 6,0.4,AVG
Ward6-MidlothianSouth_ward_6_midlothian_south_dalkeith_preference_profile_open_from_within_ms_word_or_similar,0.4,AVG
Ward6-StirlingEast_preferenceprofile_v0001_ward-6-stirling-east_06052022_124253,0.4,AVG
Ward6-Strathearn_perth-kinross17-06,0.4,AVG
Ward6-Tillydrone-Seaton-OldAberdeen_aberdeen12-06.csv,0.4,AVG
Ward6Pollokshields_glasgow12-06.csv,0.4,AVG
Ward6Pollokshields_glasgow17-006.csv,0.4,AVG
Ward7-Bannockburn_preferenceprofile_v0001_ward-7-bannockburn_06052022_124254,0.4,AVG
Ward7-CoatbridgeNorth_Preference Profile WArd 7 Coatbridge North,0.4,AVG
Ward7-Cowdenbeath_PreferenceProfile_V0001_Ward-7-Cowdenbeath_06052022_145532.csv,0.4,AVG
Ward7-Dunoon_ward7.csv,0.4,AVG
Ward7-EastBerwickshire_sc borders2022ward 7,0.4,AVG
Ward7-EastKilbrideCentralSouth_ward_7_east_kilbride_central_south_preference_profile,0.4,AVG
Ward7-FalkirkSouth_Falkirk 2024 Ward 7 by-election,0.4,AVG
Ward7-Midstocket-Rosemount_aberdeen12-07.csv,0.4,AVG
Ward7-PaisleySouthwest_renfs17-07,0.4,AVG
Ward7-Sighthill-Gorgie_ward7.csv,0.4,AVG
Ward7-SighthillGorgie_edinburgh17-07.csv,0.4,AVG
Ward7-Strathallan_perth-kinross17-07,0.4,AVG
Ward7-TainandEasterRoss_Highland 2023 by-election Ward 7,0.4,AVG
Ward7-TainandEasterRoss_Highland 2024 by-election Ward 7,0.4,AVG
Ward7-TainandEasterRoss_highland17-07,0.4,AVG
Ward7-WhitburnandBlackburn_West Lothian 2024 by-election Ward 7,0.4,AVG
Ward7AirdrieNorth_n-lanarks12-07,0.4,AVG
Ward7Langside_glasgow12-07-recalc.csv,0.4,AVG
Ward7Langside_glasgow17-007.csv,0.4,AVG
Ward8-AirdrieNorth_Preference Profile Ward 8 Airdrie North,0.4,AVG
Ward8-AirdrieNorth_n-lanarks17-008,0.4,AVG
Ward8-Bathgate_w-lothian17-08,0.4,AVG
Ward8-Bathgate_west lothian2022ward 8,0.4,AVG
Ward8-DingwallandSeaforth_highland17-08,0.4,AVG
Ward8-EastKilbrideCentralNorth_s-lanarks12-08,0.4,AVG
Ward8-EastKilbrideCentralNorth_s-lanarks17-08,0.4,AVG
Ward8-GirvanandSouthCarrick_south ayrshire2022ward 8,0.4,AVG
Ward8-JohnstoneSouthandElderslie_renfs17-08,0.4,AVG
Ward8-KelsoDistrict_sc-borders17-08,0.4,AVG
Ward8-Kinross-Shire_Ward8,0.4,AVG
Ward8-LochgellyCardendenBenarty_PreferenceProfile_V0001_Ward-8-Lochgelly-Cardenden-and-Benarty_06052022_151928.csv,0.4,AVG
Ward8-LowerBraes_falkirk17-08.csv,0.4,AVG
Ward8-LowerBraes_ward8.csv,0.4,AVG
Ward8-MidFormartine_aberdeenshire17-08.csv,0.4,AVG
Ward8-TheFerry_Ward8.csv,0.4,AVG
Ward8CumnockandNewCumnock_e-ayrshire12-08.csv,0.4,AVG
Ward8SouthsideCentral_glasgow12-08.csv,0.4,AVG
Ward9-AirdrieCentral_n-lanarks17-009,0.4,AVG
Ward9-BlackIsle_highland17-09,0.4,AVG
Ward9-BurntislandKinghornWesternKirkcaldy_PreferenceProfile_V0001_Ward-9-Burntisland-Kinghorn-and-Western-Kirkcaldy_06052022_145551.csv,0.4,AVG
Ward9-EastKilbrideWest_ward_9_east_kilbride_west_preference_profile,0.4,AVG
Ward9-EllonandDistrict_preferenceprofile_v0001_ward-9-ellon-and-district_06052022_172124.csv,0.4,AVG
Ward9-JohnstoneNorthKilbarchanHowwoodandLochwinnoch_Preference_profile_for_Ward_9_Johnstone_North_Kilbarchan_Howwood_and_Lochwinnoch_copy,0.4,AVG
Ward9-LowerDeeside_aberdeen12-09.csv,0.4,AVG
Ward9-UpperBraes_falkirk17-09.csv,0.4,AVG
Ward9Calton_glasgow12-09.csv,0.4,AVG
Ward9Calton_glasgow17-009.csv,0.4,AVG
WestEndWard_dundee12-03.csv,0.4,AVG
WestFifeAndCoastalVillagesWard_fife12-01.csv,0.4,AVG
WesterRossStrathpefferandLochalshWard_highland12-06,0.4,AVG
WhitburnandBlackburn_w-lothian12-07,0.4,AVG
WickandEastCaithness_PreferenceProfile_V0001_Wick_and_East_Caithness_06052022_161532,0.4,AVG
Bathgate_w-lothian12-08,0.0,OM
BishopbriggsSouth_e-duns17-05.csv,0.0,OM
BusbyClarkstonandEagleshamWard_e-renfs12-06.csv,0.0,OM
Dumbarton_w-duns17-03,0.0,OM
ElginCityNorth_moray17-06,0.0,OM
GlenrothesWestAndKinglassieWard_fife12-14.csv,0.0,OM
InvernessSouthWard_highland12-20,0.0,OM
LenzieandKirkintillochSouth_e-duns17-06.csv,0.0,OM
MontroseandDistrict_angus17-08.csv,0.0,OM
NorthCoastandCumbraes_n-ayrshire17-08,0.0,OM
Saltcoats_n-ayrshire17-09,0.0,OM
Sighthill_GorgieWard_edinburgh12-07.csv,0.0,OM
Stevenston_n-ayrshire17-04,0.0,OM
StirlingWest_stirling17-05,0.0,OM
TweeddaleEastWard_sc-borders12-02,0.0,OM
Ward07-IrvineWest_Preference-Profile-Irvine-West_copy,0.0,OM
Ward1-Troon_south ayrshire2022ward 1,0.0,OM
Ward1-TrossachsandTeith_preferenceprofile_v0001_ward-1-trossachs-and-teith_06052022_124254,0.0,OM
Ward12-PerthCityCentre_perth-kinross17-12,0.0,OM
Ward13Garscadden-Scotstounhill_Ward13,0.0,OM
Ward15-Bellshill_Preference Profile WArd 15 Bellshill,0.0,OM
Ward15-Blantyre_s-lanarks17-15,0.0,OM
Ward16Canal_Ward16,0.0,OM
Ward2-ForthandEndrick_preferenceprofile_v0001_ward-2-forth-and-endrick_06052022_124253,0.0,OM
Ward2-PentlandHills_ward2.csv,0.0,OM
Ward2-Prestwick_south ayrshire2022ward 2,0.0,OM
Ward2-Strathmore_Ward2,0.0,OM
Ward23PartickEast-Kelvindale_Ward23,0.0,OM
Ward3-BlairgowrieandGlens_Ward3,0.0,OM
Ward3-DunfermlineCentral_fife17-03.csv,0.0,OM
Ward3-GalashielsandDistrict_sc-borders17-03,0.0,OM
Ward3GreaterPollok_glasgow17-003.csv,0.0,OM
Ward4-CentralBuchan_preferenceprofile_v0001_ward-4-central-buchan_06052022_172124.csv,0.0,OM
Ward7-Ballochmyle_Ward7.csv,0.0,OM
Ward7-CoatbridgeNorth_n-lanarks17-007,0.0,OM
Ward8-JohnstoneSouthandElderslie_renfs17-08,0.0,OM
Ward8SouthsideCentral_glasgow12-08.csv,0.0,OM
Ward9-EastKilbrideWest_s-lanarks12-09,0.0,OM
Andersonward_anderston.csv,0.1,OM
AnnandaleEastandEskdaleWard_dumgal12-13.csv,0.1,OM
AnnandaleSouth_dumgal17-10.csv,0.1,OM
Annick_e-ayrshire17-01.csv,0.1,OM
ArbroathEastandLunan_angus17-07.csv,0.1,OM
BadenochandStrathspeyWard_highland12-21,0.1,OM
Bailliestonward_baillieston.csv,0.1,OM
BannockburnWard_stirling12-07,0.1,OM
BarrheadLibosideandUplawmoor_e-renfs17-1.csv,0.1,OM
BlackIsle_PreferenceProfile_V0001_Black_Isle_06052022_161539,0.1,OM
BridgeofDonWard_aberdeen17-02.csv,0.1,OM
BurntislandKinghornAndWesternKirkcaldyWard_fife12-10.csv,0.1,OM
COWALWARD_argyll-bute12-06.csv,0.1,OM
Canalward_canal.csv,0.1,OM
CastleWard_stirling12-04,0.1,OM
ClackmannanshireCentral_clacks12-03.csv,0.1,OM
ClackmannanshireWest_clacks12-01.csv,0.1,OM
ClarkstonNetherleeandWilliamwood_e-renfs17-4.csv,0.1,OM
Craigentinny_DuddingstonWard_edinburgh12-14.csv,0.1,OM
CromartyFirthWard_highland12-07,0.1,OM
CromartyFirth_PreferenceProfile_V0001_Cromarty_Firth_06052022_161538,0.1,OM
CumnockandNewCumnock_e-ayrshire17-08.csv,0.1,OM
DalryandWestKilbride_n-ayrshire17-06,0.1,OM
DeeWard_dumgal12-04.csv,0.1,OM
DingwallandSeaforthWard_highland12-09,0.1,OM
DrumBrae_GyleWard_edinburgh12-03.csv,0.1,OM
Dunoon_argyll-bute17-07.csv,0.1,OM
DyceBucksburnDanestoneWard_Aberdeen_2023_by_election_Dyce_Bucksburn_Danestone,0.1,OM
DyceBucksburnDanestoneWard_aberdeen17-01.csv,0.1,OM
FochabersLhanbryde_moray17-04,0.1,OM
FortWilliamandArdnamurchanWard_highland12-22,0.1,OM
GalashielsandDistrictWard_sc-borders12-03,0.1,OM
GiffnockandThornliebank_e-renfs17-3.csv,0.1,OM
GlenrothesNorthLeslieAndMarkinchWard_fife12-15.csv,0.1,OM
Grangemouth_falkirk12-02.csv,0.1,OM
HeldonandLaichWard_moray12-05,0.1,OM
HuntlyStrathbogieandHoweofAlfordWard_aberdeenshire12-14.csv,0.1,OM
InverclydeNorth_inverclyde17-04,0.1,OM
InverclydeSouthWest_inverclyde17-06,0.1,OM
InverclydeSouth_inverclyde17-07,0.1,OM
InverleithWard_edinburgh12-05.csv,0.1,OM
InvernessNess-sideWard_highland12-16,0.1,OM
InvernessWestWard_highland12-14,0.1,OM
IrvineSouth_n-ayrshire17-10,0.1,OM
IrvineWest_n-ayrshire17-01,0.1,OM
JedburghandDistrictWard_sc-borders12-09,0.1,OM
KelsoDistrictWard_sc-borders12-08,0.1,OM
KilbirnieandBeith_n-ayrshire17-07,0.1,OM
KilmarnockEastandHurlford_e-ayrshire12-04.csv,0.1,OM
Kinross-shire_perth-kinross12-08,0.1,OM
KirkwallEastWard_orkney17-01,0.1,OM
KirkwallEast_orkney12-01,0.1,OM
KirkwallWestandOrphir_orkney12-02,0.1,OM
Langside_langside,0.1,OM
LeithWalkWard_edinburgh12-12.csv,0.1,OM
LeithWard_edinburgh12-13.csv,0.1,OM
LerwickSouth_shetland12-07,0.1,OM
LevenKennowayAndLargoWard_fife12-22.csv,0.1,OM
Leven_w-duns17-02,0.1,OM
LivingstonSouth_w-lothian12-04,0.1,OM
LomondNorth_argyll-bute17-09.csv,0.1,OM
Maryhill_maryhill,0.1,OM
MearnsWard_aberdeenshire12-19.csv,0.1,OM
MidBerwickshireWard_sc-borders12-06,0.1,OM
MidFormartineWard_aberdeenshire12-08.csv,0.1,OM
MidlothianSouth_midlothian17-06,0.1,OM
MidlothianWes0_midlothian12-04_cleaned,0.1,OM
MidlothianWest_midlothian17-04,0.1,OM
MidstocketRosemountWard_aberdeen17-07.csv,0.1,OM
Musselburgh_e-lothian17-01.csv,0.1,OM
Newlands_newlands,0.1,OM
NewtonMearnsNorthandNeilston_e-renfs17-2.csv,0.1,OM
Nith_dumgal17-09.csv,0.1,OM
NorthIslesWard_orkney17-06,0.1,OM
NorthKincardineWard_aberdeenshire12-17.csv,0.1,OM
NorthWestDumfries_dumgal17-06.csv,0.1,OM
NorthWestandCentralSutherlandWard_highland12-01,0.1,OM
NorthWestandCentralSutherland_PreferenceProfile_V0001_North_West_and_Central_Sutherland_06052022_161534,0.1,OM
OBANNORTHANDLORNWARD_argyll-bute12-05.csv,0.1,OM
OBANSOUTHANDTHEISLESWARD_argyll-bute12-04.csv,0.1,OM
ObanNorthandLorn_argyll-bute17-05.csv,0.1,OM
ObanSouthandtheIsles_argyll-bute17-04.csv,0.1,OM
Pollokshields_pollokshields,0.1,OM
Sgir_UigeAgusCeannATuathNanLoch_eilean-siar12-04.csv,0.1,OM
SgireAnRubha_eilean-siar12-05.csv,0.1,OM
ShetlandWest_shetland12-03,0.1,OM
SouthsideCentral_southsidecentral,0.1,OM
StAndrewsWard_fife12-19.csv,0.1,OM
SteornabhaghaTuath_eilean-siar12-07.csv,0.1,OM
Strathearn_perth-kinross12-06,0.1,OM
TheFerry_dundee17-08.csv,0.1,OM
TrossachsandTeith_stirling17-01,0.1,OM
Ward01-IrvineWest_n-ayrshire12-01,0.1,OM
Ward02-IrvineEast_n-ayrshire12-02,0.1,OM
Ward04-Arran_Preference-Profile-Arran_copy,0.1,OM
Ward05-SaltcoatsandStevenston_Preference-Profile-Saltcoats-and-Stevenston_copy,0.1,OM
Ward1-BanffandDistrict_ward1.csv,0.1,OM
Ward1-CarseofGowrie_perth-kinross17-01,0.1,OM
Ward1-ClydesdaleWest_s-lanarks12-01,0.1,OM
Ward1-Dyce-Bucksburn-Danestone_aberdeen12-01.csv,0.1,OM
Ward1-KirriemuirandDean_ward1.csv,0.1,OM
Ward1-Musselburgh_Ward1.csv,0.1,OM
Ward1-NorthWestandCentralSutherland_highland17-01,0.1,OM
Ward1-RenfrewNorthandBraehead_renfs17-01,0.1,OM
Ward1-WestFifeCoastalVillages_PreferenceProfile_V0001_Ward-1-West-Fife-and-Coastal-Villages_06052022_145537.csv,0.1,OM
Ward1-WestFifeCoastalVillages_fife17-01.csv,0.1,OM
Ward10-AnnandaleSouth_ward10.csv,0.1,OM
Ward10-EastKilbrideEast_s-lanarks12-10,0.1,OM
Ward10-HelensburghCentral_ward10.csv,0.1,OM
Ward10-HoustonCrossleeandLinwood_renfs17-10,0.1,OM
Ward10-WestGarioch_preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.1,OM
Ward11AirdrieSouth_n-lanarks12-11,0.1,OM
Ward11Hillhead_glasgow12-11.csv,0.1,OM
Ward12-AirdrieSouth_n-lanarks17-012,0.1,OM
Ward12-AnnandaleEastandEskdale_ward12.csv,0.1,OM
Ward12-ErskineandInchinnan_renfs17-12,0.1,OM
Ward12-KirkcaldyEast_PreferenceProfile_V0001_Ward-12-Kirkcaldy-East_06052022_151925.csv,0.1,OM
Ward12-LeithWalk_edinburgh17-12.csv,0.1,OM
Ward12-Torry-Ferryhill_aberdeen12-12.csv,0.1,OM
Ward12PartickWest_glasgow12-12.csv,0.1,OM
Ward13-InvernessWest_highland 2021 by-election Inverness West,0.1,OM
Ward13-Kincorth-Loirston_aberdeen12-13.csv,0.1,OM
Ward14-HuntlyStrathbogieandHoweofAlford_preferenceprofile_v0001_ward-14-huntly-strathbogie-and-howe-of-alford_06052022_172124.csv,0.1,OM
Ward14-InvernessCentral_Highland 2024 by-election Ward 14,0.1,OM
Ward16-Liberton-Gilmerton_edinburgh17-16.csv,0.1,OM
Ward16Canal_glasgow17-016.csv,0.1,OM
Ward17-CullodenandArdersier_highland17-17,0.1,OM
Ward17-HamiltonNorthandEast_s-lanarks12-17,0.1,OM
Ward17-HamiltonNorthandEast_s-lanarks17-17,0.1,OM
Ward17-MotherwellWest_n-lanarks17-017,0.1,OM
Ward17-Portobello-Craigmillar_edinburgh17-17.csv,0.1,OM
Ward18-HamiltonWestandEarnock_s-lanarks17-18,0.1,OM
Ward18-MotherwellNorth_n-lanarks17-018,0.1,OM
Ward19-HamiltonSouth_s-lanarks17-19,0.1,OM
Ward19-InvernessSouth_Highland 2024 by-election Ward 19,0.1,OM
Ward19-InvernessSouth_highland17-19,0.1,OM
Ward19-Mearns_preferenceprofile_v0001_ward-19-mearns_06052022_172124.csv,0.1,OM
Ward1ClackmannanshireWest_clacks17-001.csv,0.1,OM
Ward1Linn_Ward1,0.1,OM
Ward2-BridgeofDon_aberdeen12-02.csv,0.1,OM
Ward2-DunfermlineNorth_fife17-02.csv,0.1,OM
Ward2-KirkwallWestandOrphirWard_ward2,0.1,OM
Ward2-Leven_west dunbartonshire2022ward 2,0.1,OM
Ward2-Lochee_Dundee 2024 by-election Lochee,0.1,OM
Ward2-RenfrewSouthandGallowhill_renfs17-02,0.1,OM
Ward2-TweeddaleEast_sc borders2022ward 2,0.1,OM
Ward20Baillieston_Ward20,0.1,OM
Ward20Baillieston_glasgow12-20.csv,0.1,OM
Ward2CumbernauldNorth_n-lanarks12-02,0.1,OM
Ward2UibhistaDeasEirisgeighagusBeinnnaFaoghla_ward02_preferenceprofile.csv,0.1,OM
Ward3-ClydesdaleEast_s-lanarks12-03,0.1,OM
Ward3-DeeandGlenkens_ward3.csv,0.1,OM
Ward3-DunfermlineCentral_PreferenceProfile_V0001_Ward-3-Dunfermline-Central_06052022_145551.csv,0.1,OM
Ward3-FraserburghandDistrict_aberdeenshire17-03.csv,0.1,OM
Ward3-Kingswells-Sheddocksley_aberdeen12-03.csv,0.1,OM
Ward3-WestEnd_Ward3.csv,0.1,OM
Ward3-WickandEastCaithness_highland17-03,0.1,OM
Ward3CumbernauldSouth_n-lanarks12-03,0.1,OM
Ward4-CarseKinnairdandTryst_falkirk17-04.csv,0.1,OM
Ward4-CastleDouglasandCrocketford_ward4.csv,0.1,OM
Ward4-ClydesdaleSouth_s-lanarks17-04,0.1,OM
Ward4-ClydesdaleSouth_ward_4_clydesdale_south_preference_profile,0.1,OM
Ward4-Highland_perth-kinross17-04,0.1,OM
Ward4-InverclydeNorth_PreferenceProfile_Ward-4,0.1,OM
Ward4-LivingstonSouth_w-lothian17-04,0.1,OM
Ward4-ObanSouthandtheIsles_ward4.csv,0.1,OM
Ward4Cardonald_Ward4,0.1,OM
Ward4ClarkstonNetherleeandWilliamwood_ward4_copy.csv,0.1,OM
Ward5-AvondaleandStonehouse_s-lanarks17-05,0.1,OM
Ward5-BonnybridgeandLarbert_ward5.csv,0.1,OM
Ward5-ObanNorthandLorn_ward5.csv,0.1,OM
Ward5-StirlingWest_preferenceprofile_v0001_ward-5-stirling-west_06052022_124253,0.1,OM
Ward5-WesterRossStrathpefferandLochalsh_highland17-05,0.1,OM
Ward5ClackmannanshireEast_ward5.csv,0.1,OM
Ward5Govan_glasgow12-05.csv,0.1,OM
Ward6-CromartyFirth_Highland 2023 by-election Ward 6,0.1,OM
Ward6-CromartyFirth_highland17-06,0.1,OM
Ward6-DunbarandEastLinton_Ward6.csv,0.1,OM
Ward6-InverclydeSouthWest_inverclyde12-06,0.1,OM
Ward6-InverkeithingDalgetyBay_fife17-06.csv,0.1,OM
Ward6-Kyle_south ayrshire2022ward 6,0.1,OM
Ward6-LerwickSouth_ward-6-lerwick-south-preference-profile,0.1,OM
Ward6-PeterheadSouthandCruden_aberdeenshire17-06.csv,0.1,OM
Ward7-MayboleNorthCarrickandCoylton_south ayrshire2022ward 7,0.1,OM
Ward7-Midstocket-Rosemount_aberdeen12-07.csv,0.1,OM
Ward7-Strathallan_Ward7,0.1,OM
Ward7AnTaobhSiaragusNis_ward07_preferenceprofile.csv,0.1,OM
Ward7Langside_glasgow12-07-recalc.csv,0.1,OM
Ward8-AirdrieNorth_Preference Profile Ward 8 Airdrie North,0.1,OM
Ward8-Bathgate_west lothian2022ward 8,0.1,OM
Ward8-EastKilbrideCentralNorth_s-lanarks12-08,0.1,OM
Ward8-GeorgeStreet-Harbour_aberdeen12-08.csv,0.1,OM
Ward8-Kinross-shire_perth-kinross17-08,0.1,OM
Ward8-Lochar_ward8.csv,0.1,OM
