file,method,candidate_cloned,percent,baseline_winner,new_winner
NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,OM,Marko Kepi,0.3,David M. Carr,Marko Kepi
NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,OM,Marko Kepi,0.4,David M. Carr,Marko Kepi
NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,OM,Marko Kepi,0.5,David M. Carr,Clone
Oakland_11022010_Mayor.csv,OM,DON PERATA,0.3,JEAN QUAN,DON PERATA
Oakland_11022010_Mayor.csv,OM,DON PERATA,0.4,JEAN QUAN,DON PERATA
Oakland_11022010_Mayor.csv,OM,DON PERATA,0.5,JEAN QUAN,Clone
Oakland_11022010_Mayor.csv,OM,REBECCA KAPLAN,0.5,JEAN QUAN,Clone
Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,OM,DERRECK B. JOHNSON,0.5,REBECCA KAPLAN,Clone
Oakland_11042014_CityCouncilDistrict2.csv,OM,DANA KING,0.4,ABEL GUILLEN,DANA KING
Oakland_11042014_CityCouncilDistrict2.csv,OM,DANA KING,0.5,ABEL GUILLEN,Clone
Oakland_11042014_CityCouncilDistrict6.csv,OM,SHEREDA F. NOSAKHARE,0.4,DESLEY BROOKS,SHEREDA F. NOSAKHARE
Oakland_11042014_CityCouncilDistrict6.csv,OM,SHEREDA F. NOSAKHARE,0.5,DESLEY BROOKS,Clone
Oakland_11042014_SchoolDirectorDistrict4.csv,OM,KARL DEBRO,0.5,NINA SENN,Clone
Oakland_11052024_CityCouncilD7.csv,OM,IRIS MERRIOUNS,0.5,KEN HOUSTON,Clone
Oakland_11052024_School_Director_D3.csv,OM,DWAYNE AIKENS JR.,0.5,VANCEDRIC WILLIAMS,Clone
Oakland_11052024_School_Director_D5.csv,OM,SASHA RITZIE-HERNANDEZ,0.5,PATRICE BERRY,Clone
Oakland_11062012_CityCouncilDistrict1.csv,OM,AMY LEMLEY,0.4,DAN KALB,AMY LEMLEY
Oakland_11062012_CityCouncilDistrict1.csv,OM,AMY LEMLEY,0.5,DAN KALB,Clone
Oakland_11062012_CityCouncilDistrict3.csv,OM,SEAN SULLIVAN,0.4,LYNETTE GIBSON-MCELHANEY,SEAN SULLIVAN
Oakland_11062012_CityCouncilDistrict3.csv,OM,SEAN SULLIVAN,0.5,LYNETTE GIBSON-MCELHANEY,Clone
Oakland_11062012_CityCouncilDistrict3.csv,OM,NYEISHA DEWITT,0.5,LYNETTE GIBSON-MCELHANEY,Clone
Oakland_11062012_CityCouncilDistrict5.csv,OM,MARIO JUAREZ,0.5,NOEL GALLO,Clone
Oakland_11062012_SchoolDirectorDistrict5.csv,OM,MIKE HUTCHINSON,0.5,ROSIE TORRES,Clone
Oakland_11062018_CityCouncilDistrict4.csv,OM,PAM HARRIS,0.5,SHENG THAO,Clone
Oakland_11082016_SchoolDirectorDistrict3.csv,OM,KHARYSHI MS. K WIGINTON,0.5,JUMOKE HINTON HODGE,Clone
Oakland_11082016_SchoolDirectorDistrict5.csv,OM,HUBER TRENADO,0.4,ROSIE TORRES,HUBER TRENADO
Oakland_11082016_SchoolDirectorDistrict5.csv,OM,HUBER TRENADO,0.5,ROSIE TORRES,Clone
Oakland_11082022_Schoolboarddistrict4.csv,OM,NICK RESNICK,0.4,PECOLIA MANIGO,NICK RESNICK
Oakland_11082022_Schoolboarddistrict4.csv,OM,NICK RESNICK,0.5,PECOLIA MANIGO,Clone
PierceCounty_11042008_CountyAssessorTreasurer.csv,OM,Jan Shabro,0.3,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv,OM,Jan Shabro,0.4,Dale Washam,Jan Shabro
PierceCounty_11042008_CountyAssessorTreasurer.csv,OM,Barbara Gelman,0.4,Dale Washam,Barbara Gelman
PierceCounty_11042008_CountyAssessorTreasurer.csv,OM,Terry Lee,0.4,Dale Washam,Terry Lee
PierceCounty_11042008_CountyAssessorTreasurer.csv,OM,Jan Shabro,0.5,Dale Washam,Clone
PierceCounty_11042008_CountyAssessorTreasurer.csv,OM,Barbara Gelman,0.5,Dale Washam,Clone
PierceCounty_11042008_CountyAssessorTreasurer.csv,OM,Terry Lee,0.5,Dale Washam,Clone
PierceCounty_11042008_CountyExecutiveMember.csv,OM,Shawn Bunney,0.4,Pat McCarthy,Shawn Bunney
PierceCounty_11042008_CountyExecutiveMember.csv,OM,Shawn Bunney,0.5,Pat McCarthy,Clone
PierceCounty_11042008_CountyExecutiveMember.csv,OM,Calvin Goings,0.5,Pat McCarthy,Clone
Portland_06082021_charter_commission_at_large.csv,OM,Buxton Catherine A.,0.1,Chann Marpheen S.,Sheikh-Yousef Nasreen A.
Portland_06082021_charter_commission_at_large.csv,OM,Sheikh-Yousef Nasreen A.,0.1,Chann Marpheen S.,Clone
Portland_06082021_charter_commission_at_large.csv,OM,Chann Marpheen S.,0.1,Chann Marpheen S.,Clone
Portland_06082021_charter_commission_at_large.csv,OM,Buxton Catherine A.,0.2,Chann Marpheen S.,Sheikh-Yousef Nasreen A.
Portland_06082021_charter_commission_at_large.csv,OM,Sheikh-Yousef Nasreen A.,0.2,Chann Marpheen S.,Clone
Portland_06142022_SchoolboardAL-1.csv,OM,Lentz Sarah M.,0.4,Lentz Sarah M.,Clone
SanFrancisco_06052018_Mayor.csv,OM,JANE KIM,0.4,LONDON BREED,MARK LENO
SanFrancisco_06052018_Mayor.csv,OM,MARK LENO,0.4,LONDON BREED,MARK LENO
SanFrancisco_06052018_Mayor.csv,OM,JANE KIM,0.5,LONDON BREED,Clone
SanFrancisco_06052018_Mayor.csv,OM,MARK LENO,0.5,LONDON BREED,Clone
SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,OM,JANET REILLY,0.3,MARK FARRELL,JANET REILLY
SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,OM,JANET REILLY,0.4,MARK FARRELL,JANET REILLY
SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,OM,JANET REILLY,0.5,MARK FARRELL,Clone
SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,OM,DEBRA WALKER,0.4,JANE KIM,DEBRA WALKER
SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,OM,RAFAEL MANDELMAN,0.5,SCOTT WIENER,Clone
SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,OM,JULIE CHRISTENSEN,0.5,AARON PESKIN,Clone
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,OM,MARJAN PHILHOUR,0.3,CONNIE CHAN,MARJAN PHILHOUR
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,OM,MARJAN PHILHOUR,0.4,CONNIE CHAN,MARJAN PHILHOUR
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,OM,MARJAN PHILHOUR,0.5,CONNIE CHAN,Clone
SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,OM,SUE LEE,0.4,ERIC MAR,SUE LEE
SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,OM,SUE LEE,0.5,ERIC MAR,Clone
SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,OM,AHSHA SAFAI,0.4,JOHN AVALOS,AHSHA SAFAI
SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,OM,AHSHA SAFAI,0.5,JOHN AVALOS,Clone
SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,OM,Lillian Sing,0.4,Jake McGoldrick,Lillian Sing
SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,OM,Lillian Sing,0.5,Jake McGoldrick,Clone
SanFrancisco_11052019_DistrictAttorney.csv,OM,SUZY LOFTUS,0.4,CHESA BOUDIN,SUZY LOFTUS
SanFrancisco_11052019_DistrictAttorney.csv,OM,SUZY LOFTUS,0.5,CHESA BOUDIN,Clone
SanFrancisco_11052024_BoS_D1.csv,OM,MARJAN PHILHOUR,0.4,CONNIE CHAN,MARJAN PHILHOUR
SanFrancisco_11052024_BoS_D1.csv,OM,MARJAN PHILHOUR,0.5,CONNIE CHAN,Clone
SanFrancisco_11052024_BoS_D11.csv,OM,MICHAEL LAI,0.2,CHYANNE CHEN,MICHAEL LAI
SanFrancisco_11052024_BoS_D11.csv,OM,MICHAEL LAI,0.3,CHYANNE CHEN,MICHAEL LAI
SanFrancisco_11052024_BoS_D11.csv,OM,MICHAEL LAI,0.4,CHYANNE CHEN,MICHAEL LAI
SanFrancisco_11052024_BoS_D11.csv,OM,MICHAEL LAI,0.5,CHYANNE CHEN,Clone
SanFrancisco_11052024_BoS_D5.csv,OM,DEAN PRESTON,0.4,BILAL MAHMOOD,DEAN PRESTON
SanFrancisco_11052024_BoS_D5.csv,OM,DEAN PRESTON,0.5,BILAL MAHMOOD,Clone
SanFrancisco_11052024_BoS_D7.csv,OM,MATT BOSCHETTO,0.4,MYRNA MELGAR,MATT BOSCHETTO
SanFrancisco_11052024_BoS_D7.csv,OM,MATT BOSCHETTO,0.5,MYRNA MELGAR,Clone
SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,OM,CHRISTINA OLAGUE,0.5,LONDON BREED,Clone
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,OM,F. X. FRANCIS XAVIER CROWLEY,0.3,NORMAN YEE,F. X. FRANCIS XAVIER CROWLEY
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,OM,F. X. FRANCIS XAVIER CROWLEY,0.4,NORMAN YEE,F. X. FRANCIS XAVIER CROWLEY
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,OM,F. X. FRANCIS XAVIER CROWLEY,0.5,NORMAN YEE,Clone
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,OM,NICK JOSEFOWITZ,0.4,CATHERINE STEFANI,NICK JOSEFOWITZ
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,OM,NICK JOSEFOWITZ,0.5,CATHERINE STEFANI,Clone
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,OM,Ron Dudum,0.4,Ed Jew,Ron Dudum
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,OM,Jaynry Mak,0.5,Ed Jew,Clone
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,OM,Ron Dudum,0.5,Ed Jew,Clone
SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,OM,Rob Black,0.4,Chris Daly,Rob Black
SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,OM,Rob Black,0.5,Chris Daly,Clone
SanFrancisco_11082011_DistrictAttorney.csv,OM,SHARMIN BOCK,0.5,GEORGE GASCÓN,Clone
SanFrancisco_11082011_Sheriff.csv,OM,PAUL MIYAMOTO,0.5,ROSS MIRKARIMI,Clone
SanFrancisco_11082011_Sheriff.csv,OM,CHRIS CUNNIE,0.5,ROSS MIRKARIMI,Clone
SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,OM,MARJAN PHILHOUR,0.4,SANDRA LEE FEWER,MARJAN PHILHOUR
SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,OM,MARJAN PHILHOUR,0.5,SANDRA LEE FEWER,Clone
SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,OM,KIM ALVARENGA,0.4,AHSHA SAFAI,KIM ALVARENGA
SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,OM,KIM ALVARENGA,0.5,AHSHA SAFAI,Clone
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.4,LONDON BREED,DEAN PRESTON
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.5,LONDON BREED,DEAN PRESTON
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.5,LONDON BREED,DEAN PRESTON
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.5,LONDON BREED,DEAN PRESTON
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.5,LONDON BREED,DEAN PRESTON
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.5,LONDON BREED,Clone
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.5,LONDON BREED,Clone
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.5,LONDON BREED,Clone
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,OM,DEAN PRESTON,0.5,LONDON BREED,Clone
SanFrancisco_11082022_BoardofSupervisorsD4.csv,OM,GORDON MAR,0.4,JOEL ENGARDIO,GORDON MAR
SanFrancisco_11082022_BoardofSupervisorsD4.csv,OM,GORDON MAR,0.5,JOEL ENGARDIO,Clone
SanFrancisco_11082022_BoardofSupervisorsD6.csv,OM,HONEY MAHOGANY,0.5,MATT DORSEY,Clone
SanFrancisco_11082022_DistrictAttorney.csv,OM,JOHN HAMASAKI,0.5,BROOKE JENKINS,Clone
SanLeandro_11022010_CountyCouncilDistrict5.csv,OM,CORINA N. LOPEZ,0.5,PAULINE RUSSO CUTTER,Clone
SanLeandro_11022010_Mayor.csv,OM,ANTHONY B. TONY SANTOS,0.3,STEPHEN H. CASSIDY,ANTHONY B. TONY SANTOS
SanLeandro_11022010_Mayor.csv,OM,ANTHONY B. TONY SANTOS,0.4,STEPHEN H. CASSIDY,ANTHONY B. TONY SANTOS
SanLeandro_11022010_Mayor.csv,OM,ANTHONY B. TONY SANTOS,0.5,STEPHEN H. CASSIDY,Clone
SanLeandro_11062012_CountyCouncilDistrict2.csv,OM,MORGAN MACK-ROSE,0.5,URSULA REED,Clone
SanLeandro_11062018_CountyCouncilDistrict3.csv,OM,LEE THOMAS,0.5,VICTOR AGUILAR JR.,LEE THOMAS
SanLeandro_11062018_CountyCouncilDistrict3.csv,OM,LEE THOMAS,0.5,VICTOR AGUILAR JR.,LEE THOMAS
SanLeandro_11062018_CountyCouncilDistrict3.csv,OM,LEE THOMAS,0.5,VICTOR AGUILAR JR.,LEE THOMAS
SanLeandro_11062018_CountyCouncilDistrict3.csv,OM,LEE THOMAS,0.5,VICTOR AGUILAR JR.,LEE THOMAS
SanLeandro_11062018_CountyCouncilDistrict3.csv,OM,LEE THOMAS,0.5,VICTOR AGUILAR JR.,Clone
SanLeandro_11062018_CountyCouncilDistrict3.csv,OM,LEE THOMAS,0.5,VICTOR AGUILAR JR.,Clone
SanLeandro_11062018_CountyCouncilDistrict3.csv,OM,LEE THOMAS,0.5,VICTOR AGUILAR JR.,Clone
SanLeandro_11062018_CountyCouncilDistrict3.csv,OM,LEE THOMAS,0.5,VICTOR AGUILAR JR.,Clone
Springville_11022021_CityCouncil4yr.csv,OM,MICHAEL SNELSON,0.3,MICHAEL SNELSON,Clone
Springville_11022021_CityCouncil4yr.csv,OM,MICHAEL SNELSON,0.4,MICHAEL SNELSON,Clone
TakomaPark_11082022_CityCouncilWard6.csv,OM,Mike Moore,0.5,Jason Small,Clone
Vineyard_11052019_CityCouncil.csv,OM,CRISTY WELSH,0.1,CRISTY WELSH,Clone
Vineyard_11052019_CityCouncil.csv,OM,CRISTY WELSH,0.2,CRISTY WELSH,Clone
Vineyard_11052019_CityCouncil.csv,OM,CRISTY WELSH,0.3,CRISTY WELSH,Clone
Vineyard_11052019_CityCouncil.csv,OM,CRISTY WELSH,0.4,CRISTY WELSH,Clone
Cambridge_11062007_SchoolCommittee.csv,PM,McGovern Marc C.,0.1,McGovern Marc C.,Clone
Cambridge_11082005_SchoolCommittee.csv,PM,Walser Nancy,0.1,Walser Nancy,Clone
Cambridge_11082005_SchoolCommittee.csv,PM,Walser Nancy,0.1,Walser Nancy,Clone
LasCruces_11052019_MAYORCITYOFLASCRUCES.csv,PM,KEN MIYAGISHIMA,0.1,KEN MIYAGISHIMA,Clone
Lehi_11022021_CityCouncil.csv,PM,CHRIS CONDIE,0.1,CHRIS CONDIE,Clone
Lehi_11022021_CityCouncil.csv,PM,CHRIS CONDIE,0.2,CHRIS CONDIE,Clone
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,PM,Oswald Feliz,0.4,Oswald Feliz,Clone
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,PM,Amanda Farias,0.4,Amanda Farias,Clone
NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,PM,Christopher Marte,0.4,Christopher Marte,Clone
NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,PM,Sandra Ung,0.4,Sandra Ung,Clone
NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,PM,Shekar Krishnan,0.4,Shekar Krishnan,Clone
NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,PM,Mercedes Narcisse,0.4,Mercedes Narcisse,Clone
NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,PM,Kamillah Hanks,0.3,Kamillah Hanks,Clone
NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,PM,Kamillah Hanks,0.4,Kamillah Hanks,Clone
Portland_06082021_charter_commission_at_large.csv,PM,Chann Marpheen S.,0.1,Chann Marpheen S.,Clone
Portland_06142022_SchoolboardAL-1.csv,PM,Lentz Sarah M.,0.4,Lentz Sarah M.,Clone
Springville_11022021_CityCouncil4yr.csv,PM,MICHAEL SNELSON,0.3,MICHAEL SNELSON,Clone
Springville_11022021_CityCouncil4yr.csv,PM,MICHAEL SNELSON,0.4,MICHAEL SNELSON,Clone
Vineyard_11052019_CityCouncil.csv,PM,CRISTY WELSH,0.1,CRISTY WELSH,Clone
Vineyard_11052019_CityCouncil.csv,PM,CRISTY WELSH,0.2,CRISTY WELSH,Clone
Vineyard_11052019_CityCouncil.csv,PM,CRISTY WELSH,0.3,CRISTY WELSH,Clone
Vineyard_11052019_CityCouncil.csv,PM,CRISTY WELSH,0.4,CRISTY WELSH,Clone
