,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin,TVR_PM,TVR_OM,TVR_AVG,diversity_score_threshold,friendly_fire_inst,friendly_fire_seq_smith,friendly_fire_inst_smith,friendly_fire_inst_smith_exp
laterNoHarm,0,0,0,2,2,2,2,2,347,184,297,225,2,2,2,2,2,2,2,2
strat_compromise,117,8,4,2,2,2,2,2,56,102,66,24,2,2,2,2,2,2,2,2
strat_truncate_L,0,0,0,2,1,0,0,0,190,0,97,169,4,0,1,1,0,0,0,0
strat_truncate_W,0,0,0,2,9,10,11,12,190,0,142,169,13,6,9,3,0,0,0,0
strat_bury_shallow,0,0,0,2,12,27,27,30,183,80,152,141,25,18,24,2,0,0,0,0
strat_bury_deep,0,0,0,2,27,92,92,99,157,361,273,107,60,160,88,2,1,2,1,3
