file,percent,borda_type,cloned_candidate,original_winner,new_winner,num_cands
Minneapolis_11062009_MinneapolisParkRecBoard.csv,0.5,om,John Erwin,Annie Young,Clone,9
Minneapolis_11062009_MinneapolisParkRecBoard.csv,0.5,om,Bob Fine,Annie Young,Clone,9
Minneapolis_11062009_MinneapolisParkRecBoard.csv,0.5,om,Mary Merrill Anderson,Annie Young,Clone,9
Minneapolis_11062009_PRBoardDistrict5.csv,0.5,om,Jason Stone,Carol Kummer,Clone,6
Minneapolis_11062009_PRBoardDistrict6.csv,0.5,om,Meg Forney,Brad Bourn,Clone,5
Minneapolis_11062009_Ward5CityCouncil.csv,0.5,om,Natalie Johnson Lee,Don Samuels,Clone,6
Minneapolis_11072017_PRBoardDistrict4.csv,0.5,om,Tom Nordyke,Jono Cowgill,Clone,3
Minneapolis_11072017_PRBoardDistrict6.csv,0.5,om,Bob Fine,Brad Bourn,Clone,5
Minneapolis_11072017_ParkBoardAtLarge.csv,0.5,om,Meg Forney,Latrisha Vetaw,Clone,11
Minneapolis_11072017_Ward1CityCouncil.csv,0.5,om,Jillia Pessenda,Kevin Reich,Clone,4
Minneapolis_11072017_Ward3CityCouncil.csv,0.5,om,Ginger Jentzen,Steve Fletcher,Clone,5
Minneapolis_11072017_Ward4CityCouncil.csv,0.5,om,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Clone,5
Minneapolis_11072017_Ward6CityCouncil.csv,0.5,om,Mohamud Noor,Abdi Warsame,Clone,5
Minneapolis_11072023_CityCouncilWard7.csv,0.5,om,Scott Graham,Katie Cashman,Clone,4
Minneapolis_11072023_CityCouncilWard8.csv,0.5,om,Soren Stevenson,Andrea Jenkins,Clone,5
Minnetonka_11072023_CityCouncilWard3.csv,0.5,om,David Haeg,Paula Ramaley,Clone,4
Minnetonka_11072023_CityCouncilWard4.csv,0.5,om,Ted Nearman,Kissy C. Coakley,Clone,4
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,0.5,om,Juan D. Ardila,Robert F. Holden,Clone,3
NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,0.5,om,Michael G. Scala,Felicia Singh,Clone,7
NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,0.5,om,Michael Hollingsworth,Crystal Hudson,Clone,8
NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,0.5,om,Steven Matteo,Vito Fossella,Clone,5
Oakland_11022010_Mayor.csv,0.5,om,REBECCA KAPLAN,JEAN QUAN,Clone,11
Oakland_11022010_Mayor.csv,0.5,om,DON PERATA,JEAN QUAN,Clone,11
Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,0.5,om,DERRECK B. JOHNSON,REBECCA KAPLAN,Clone,4
Oakland_11042014_CityCouncilDistrict2.csv,0.5,om,DANA KING,ABEL GUILLEN,Clone,6
Oakland_11042014_CityCouncilDistrict6.csv,0.5,om,SHEREDA F. NOSAKHARE,DESLEY BROOKS,Clone,6
Oakland_11042014_SchoolDirectorDistrict4.csv,0.5,om,KARL DEBRO,NINA SENN,Clone,5
Oakland_11052024_CityCouncilD7.csv,0.5,om,IRIS MERRIOUNS,KEN HOUSTON,Clone,5
Oakland_11052024_School_Director_D3.csv,0.5,om,DWAYNE AIKENS JR.,VANCEDRIC WILLIAMS,Clone,3
