file,candidate_cloned,percent,numCands,om,avg,pm
Alaska_11082022_SenateDistrictH.csv,"frozenset({'Claman, Matt'})",0.7,3,Clone,Clone,Clone
Alaska_11082022_SenateDistrictH.csv,"frozenset({'Costello, Mia'})",0.7,3,Clone,"Claman, Matt","Claman, Matt"
Alaska_11082022_SenateDistrictH.csv,none,0.8,2,"Claman, Matt","Claman, Matt","Claman, Matt"
Alaska_11082022_SenateDistrictH.csv,"frozenset({'Claman, Matt'})",0.8,3,Clone,Clone,Clone
Alaska_11082022_SenateDistrictH.csv,"frozenset({'Costello, Mia'})",0.8,3,"Claman, Matt","Claman, Matt","Claman, Matt"
Alaska_11082022_SenateDistrictH.csv,none,0.9,2,"Claman, Matt","Claman, Matt","Claman, Matt"
Alaska_11082022_SenateDistrictH.csv,"frozenset({'Claman, Matt'})",0.9,3,Clone,Clone,Clone
Alaska_11082022_SenateDistrictH.csv,"frozenset({'Costello, Mia'})",0.9,3,"Claman, Matt","Claman, Matt","Claman, Matt"
Alaska_11082022_USRepresentative.csv,none,0.1,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.1,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.1,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.1,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.1,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,none,0.2,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.2,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.2,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.2,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.2,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,none,0.3,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.3,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.3,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.3,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.3,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,none,0.4,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.4,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.4,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.4,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.4,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,none,0.5,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.5,5,"Begich, Nick","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.5,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.5,5,Clone,Clone,Clone
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.5,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,none,0.6,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.6,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.6,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.6,5,Clone,Clone,Clone
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.6,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,none,0.7,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.7,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.7,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.7,5,Clone,Clone,Clone
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.7,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,none,0.8,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.8,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.8,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.8,5,Clone,Clone,Clone
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.8,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,none,0.9,4,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Palin, Sarah'})",0.9,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Begich, Nick'})",0.9,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11082022_USRepresentative.csv,"frozenset({'Peltola, Mary S.'})",0.9,5,Clone,Clone,Clone
Alaska_11082022_USRepresentative.csv,"frozenset({'Bye, Chris'})",0.9,5,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
Alaska_11052024_StateSenateT.csv,none,0.1,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.1,2,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,none,0.2,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.2,2,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,none,0.3,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.3,2,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,none,0.4,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.4,2,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,none,0.5,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.5,2,TIED,TIED,TIED
Alaska_11052024_StateSenateT.csv,none,0.6,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.6,2,Clone,Clone,Clone
Alaska_11052024_StateSenateT.csv,none,0.7,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.7,2,Clone,Clone,Clone
Alaska_11052024_StateSenateT.csv,none,0.8,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.8,2,Clone,Clone,Clone
Alaska_11052024_StateSenateT.csv,none,0.9,1,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
Alaska_11052024_StateSenateT.csv,"frozenset({'Olson, Donald C. ""Donny""'})",0.9,2,Clone,Clone,Clone
Alaska_11082022_SenateDistrictJ.csv,none,0.1,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.1,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.1,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.1,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,none,0.2,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.2,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.2,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.2,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,none,0.3,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.3,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.3,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.3,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,none,0.4,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.4,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.4,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.4,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,none,0.5,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.5,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.5,4,Clone,Clone,Clone
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.5,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,none,0.6,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.6,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.6,4,Clone,Clone,Clone
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.6,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,none,0.7,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.7,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.7,4,Clone,Clone,Clone
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.7,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,none,0.8,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.8,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.8,4,Clone,Clone,Clone
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.8,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,none,0.9,3,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Satterfield, Andrew E.'})",0.9,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Dunbar, Forrest'})",0.9,4,Clone,Clone,Clone
Alaska_11082022_SenateDistrictJ.csv,"frozenset({'Tarr, Geran'})",0.9,4,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
Alaska_11052024_StateHouseD11.csv,none,0.1,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.1,3,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.1,3,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,none,0.2,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.2,3,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.2,3,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,none,0.3,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.3,3,"Featherly, Walter T.","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.3,3,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,none,0.4,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.4,3,"Featherly, Walter T.","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.4,3,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,none,0.5,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.5,3,Clone,"Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.5,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD11.csv,none,0.6,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.6,3,Clone,"Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.6,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD11.csv,none,0.7,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.7,3,Clone,"Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.7,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD11.csv,none,0.8,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.8,3,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.8,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD11.csv,none,0.9,2,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Featherly, Walter T.'})",0.9,3,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
Alaska_11052024_StateHouseD11.csv,"frozenset({'Coulombe, Julie'})",0.9,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD39.csv,none,0.1,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.1,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.1,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,none,0.2,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.2,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.2,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,none,0.3,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.3,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.3,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,none,0.4,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.4,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.4,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,none,0.5,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.5,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.5,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,none,0.6,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.6,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.6,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,none,0.7,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.7,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.7,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,none,0.8,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.8,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.8,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,none,0.9,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD39.csv,"frozenset({'Foster, Neal W.'})",0.9,3,Clone,Clone,Clone
Alaska_11052024_StateHouseD39.csv,"frozenset({'Ivanoff, Tyler'})",0.9,3,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11052024_StateHouseD38.csv,none,0.1,4,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Keppel, Willy'})",0.1,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Jimmie, Nellie D. ""Unangik""'})",0.1,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Sosa, Victoria B.'})",0.1,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'McCormick, C.J.'})",0.1,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,none,0.2,4,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Keppel, Willy'})",0.2,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Jimmie, Nellie D. ""Unangik""'})",0.2,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Sosa, Victoria B.'})",0.2,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'McCormick, C.J.'})",0.2,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,none,0.3,4,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Keppel, Willy'})",0.3,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Jimmie, Nellie D. ""Unangik""'})",0.3,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Sosa, Victoria B.'})",0.3,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'McCormick, C.J.'})",0.3,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,none,0.4,4,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Keppel, Willy'})",0.4,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Jimmie, Nellie D. ""Unangik""'})",0.4,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Sosa, Victoria B.'})",0.4,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'McCormick, C.J.'})",0.4,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,none,0.5,4,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Keppel, Willy'})",0.5,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
Alaska_11052024_StateHouseD38.csv,"frozenset({'Jimmie, Nellie D. ""Unangik""'})",0.5,5,Clone,Clone,Clone
Alaska_11052024_StateHouseD38.csv,"frozenset({'Sosa, Victoria B.'})",0.5,5,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
