,file_name,num_cands,old_winner,new_winner,ballot_change_num,modified_ballots
0,"./data/America/Corvallis, OR/Corvallis_11082022_Mayor.csv",4,A,B,8836,"[['BA', 'B', 304], ['BAC', 'BC', 3722], ['BAD', 'BD', 159], ['BCA', 'BC', 2119], ['BDA', 'BD', 32], ['CBA', 'CB', 2484], ['DBA', 'DB', 16]]"
1,./data/America/Burlington/Burlington_03032009_Mayor.csv,6,C,B,2637,"[['ABC', 'AB', 24], ['ABCD', 'ABD', 15], ['ABCDF', 'ABDF', 50], ['ABCFD', 'ABFD', 21], ['ABDC', 'ABD', 5], ['ABDCF', 'ABDF', 45], ['ABDFC', 'ABDF', 12], ['ABFC', 'ABF', 1], ['ABFCD', 'ABFD', 1], ['ABFDC', 'ABFD', 2], ['ADBC', 'ADB', 19], ['ADBCE', 'ADBE', 1], ['ADBCF', 'ADBF', 52], ['ADBFC', 'ADBF', 17], ['ADFBC', 'ADFB', 15], ['AFBCD', 'AFBD', 2], ['AFBDC', 'AFBD', 1], ['AFDBC', 'AFDB', 10], ['BAC', 'BA', 31], ['BACD', 'BAD', 12], ['BACDF', 'BADF', 39], ['BACF', 'BAF', 4], ['BACFD', 'BAFD', 12], ['BADC', 'BAD', 15], ['BADCE', 'BADE', 1], ['BADCF', 'BADF', 21], ['BADFC', 'BADF', 6], ['BAFC', 'BAF', 1], ['BAFCD', 'BAFD', 5], ['BAFCE', 'BAFE', 1], ['BAFDC', 'BAFD', 6], ['BC', 'B', 355], ['BCA', 'BA', 48], ['BCAD', 'BAD', 24], ['BCADF', 'BADF', 71], ['BCAE', 'BAE', 2], ['BCAFD', 'BAFD', 14], ['BCD', 'BD', 234], ['BCDA', 'BDA', 60], ['BCDAE', 'BDAE', 1], ['BCDAF', 'BDAF', 123], ['BCDE', 'BDE', 1], ['BCDF', 'BDF', 42], ['BCDFA', 'BDFA', 120], ['BCDFE', 'BDFE', 9], ['BCE', 'BE', 2], ['BCEAF', 'BEAF', 1], ['BCF', 'BF', 52], ['BCFA', 'BFA', 1], ['BCFAD', 'BFAD', 13], ['BCFD', 'BFD', 41], ['BCFDA', 'BFDA', 103], ['BCFDE', 'BFDE', 3], ['BCFEA', 'BFEA', 1], ['BDAC', 'BDA', 15], ['BDACF', 'BDAF', 26], ['BDAFC', 'BDAF', 5], ['BDC', 'BD', 121], ['BDCA', 'BDA', 29], ['BDCAF', 'BDAF', 55], ['BDCE', 'BDE', 1], ['BDCEA', 'BDEA', 1], ['BDCEF', 'BDEF', 4], ['BDCF', 'BDF', 21], ['BDCFA', 'BDFA', 80], ['BDCFE', 'BDFE', 9], ['BDECF', 'BDEF', 3], ['BDFAC', 'BDFA', 6], ['BDFC', 'BDF', 9], ['BDFCA', 'BDFA', 23], ['BDFCE', 'BDFE', 6], ['BDFEC', 'BDFE', 1], ['BEC', 'BE', 1], ['BECD', 'BED', 1], ['BECDF', 'BEDF', 4], ['BEDCF', 'BEDF', 1], ['BFACD', 'BFAD', 3], ['BFADC', 'BFAD', 1], ['BFC', 'BF', 16], ['BFCAD', 'BFAD', 7], ['BFCAE', 'BFAE', 1], ['BFCD', 'BFD', 8], ['BFCDA', 'BFDA', 24], ['BFCDE', 'BFDE', 1], ['BFCED', 'BFED', 2], ['BFDAC', 'BFDA', 3], ['BFDC', 'BFD', 6], ['BFDCA', 'BFDA', 12], ['BFECA', 'BFEA', 1], ['DABC', 'DAB', 12], ['DABCE', 'DABE', 1], ['DABCF', 'DABF', 27], ['DABFC', 'DABF', 5], ['DAFBC', 'DAFB', 2], ['DBAC', 'DBA', 8], ['DBACF', 'DBAF', 16], ['DBAFC', 'DBAF', 10], ['DBC', 'DB', 88], ['DBCA', 'DBA', 27], ['DBCAE', 'DBAE', 1], ['DBCAF', 'DBAF', 32], ['DBCEA', 'DBEA', 2], ['DBCEF', 'DBEF', 5], ['DBCF', 'DBF', 13], ['DBCFA', 'DBFA', 58], ['DBCFE', 'DBFE', 1], ['DBECF', 'DBEF', 2], ['DBFC', 'DBF', 5], ['DBFCA', 'DBFA', 14], ['DBFCE', 'DBFE', 2], ['DFABC', 'DFAB', 1], ['DFBAC', 'DFBA', 2], ['DFBC', 'DFB', 4], ['DFBCA', 'DFBA', 5], ['EBAC', 'EBA', 1], ['EBC', 'EB', 1], ['EBDFC', 'EBDF', 1], ['EDBAC', 'EDBA', 1], ['FABDC', 'FABD', 1], ['FBACD', 'FBAD', 1], ['FBC', 'FB', 2], ['FBCAD', 'FBAD', 2], ['FBCAE', 'FBAE', 1], ['FBCD', 'FBD', 1], ['FBCDA', 'FBDA', 1], ['FBDC', 'FBD', 1], ['FBDCE', 'FBDE', 1], ['FDBCA', 'FDBA', 4]]"
2,"./data/America/Pierce County, WA/PierceCounty_11042008_CountyAssessorTreasurer.csv",7,A,B,18500,"[['BA', 'B', 1264], ['BAC', 'BC', 2421], ['BAD', 'BD', 1658], ['BAE', 'BE', 1325], ['BAF', 'BF', 1490], ['BAG', 'BG', 24], ['BCA', 'BC', 1922], ['BDA', 'BD', 1345], ['BEA', 'BE', 777], ['BFA', 'BF', 1178], ['BGA', 'BG', 1], ['CBA', 'CB', 2181], ['DBA', 'DB', 1279], ['EBA', 'EB', 832], ['FBA', 'FB', 797], ['GBA', 'GB', 6]]"
3,"./data/America/Pierce County, WA/PierceCounty_11042008_CountyExecutiveMember.csv",5,B,C,54264,"[['ACB', 'AC', 6293], ['CAB', 'CA', 3833], ['CB', 'C', 11047], ['CBA', 'CA', 7050], ['CBD', 'CD', 16823], ['CBE', 'CE', 262], ['CDB', 'CD', 4678], ['CEB', 'CE', 7], ['DCB', 'DC', 4264], ['ECB', 'EC', 7]]"
4,./data/America/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,3,A,B,922,"[['BA', 'B', 45], ['BAC', 'BC', 418], ['BCA', 'BC', 242], ['CBA', 'CB', 217]]"
