,file_name,num_cands,old_winner,new_winner,ballot_change_num,modified_ballots
0,./data/America/Alaska/Alaska_08162022_HouseofRepresentativesSpecial.csv,3,C,A,53678,"[['ABC', 'AB', 3286], ['AC', 'A', 26270], ['ACB', 'AB', 21149], ['BAC', 'BA', 2973]]"
1,./data/America/Alameda County/Berkeley_05282024_Citycouncildistrict4specialelection.csv,5,A,B,802,"[['BA', 'B', 143], ['BAC', 'BC', 14], ['BACD', 'BCD', 70], ['BACDE', 'BCDE', 3], ['BACED', 'BCED', 1], ['BAD', 'BD', 50], ['BADC', 'BDC', 97], ['BADCE', 'BDCE', 2], ['BADE', 'BDE', 2], ['BAE', 'BE', 5], ['BAECD', 'BECD', 1], ['BAEDC', 'BEDC', 3], ['BCA', 'BC', 8], ['BCAD', 'BCD', 34], ['BCADE', 'BCDE', 1], ['BCDA', 'BCD', 22], ['BCEA', 'BCE', 1], ['BDA', 'BD', 12], ['BDAC', 'BDC', 35], ['BDACE', 'BDCE', 2], ['BDAEC', 'BDEC', 1], ['BDCA', 'BDC', 32], ['BDEA', 'BDE', 1], ['BEA', 'BE', 1], ['BEAC', 'BEC', 1], ['CBA', 'CB', 3], ['CBAD', 'CBD', 33], ['CBDA', 'CBD', 29], ['CDBA', 'CDB', 50], ['CDBAE', 'CDBE', 2], ['CDBEA', 'CDBE', 1], ['DBA', 'DB', 13], ['DBAC', 'DBC', 36], ['DBAE', 'DBE', 1], ['DBCA', 'DBC', 37], ['DBCEA', 'DBCE', 1], ['DCBA', 'DCB', 52], ['DCBAE', 'DCBE', 1], ['EDBAC', 'EDBC', 1]]"
