,file_name,num_cands,old_winner,new_winner,ballot_change_num,modified_ballots
0,./data/America/Minneapolis/Minneapolis_11022021_CityCouncilWard2.csv,6,A,B,2722,"[['A', 'AB', 405], ['AC', 'ABC', 633], ['ACB', 'ABC', 447], ['ACD', 'ABCD', 130], ['ACE', 'ABCE', 5], ['ACF', 'ABCF', 9], ['AD', 'ABD', 29], ['ADB', 'ABD', 86], ['ADC', 'ABDC', 45], ['ADE', 'ABDE', 3], ['ADF', 'ABDF', 1], ['AE', 'ABE', 3], ['AEB', 'ABE', 2], ['AEC', 'ABEC', 4], ['AED', 'ABED', 2], ['AEF', 'ABEF', 1], ['AFC', 'ABFC', 1], ['CA', 'CAB', 586], ['CAD', 'CABD', 130], ['CAE', 'CABE', 3], ['CAF', 'CABF', 9], ['CDA', 'CDAB', 78], ['CEA', 'CEAB', 4], ['CFA', 'CFAB', 1], ['DA', 'DAB', 25], ['DAC', 'DABC', 22], ['DAE', 'DABE', 6], ['DCA', 'DCAB', 30], ['DEA', 'DEAB', 4], ['EA', 'EAB', 1], ['EAC', 'EABC', 3], ['EAD', 'EABD', 2], ['ECA', 'ECAB', 2], ['EDA', 'EDAB', 10]]"
1,./data/America/Alameda County/Oakland_11082022_Schoolboarddistrict4.csv,4,C,A,8359,"[['BC', 'BCA', 2410], ['BCD', 'BCAD', 35], ['BCDA', 'BCAD', 6], ['BDC', 'BDCA', 7], ['C', 'CA', 2282], ['CB', 'CAB', 1199], ['CBA', 'CAB', 2228], ['CBAD', 'CABD', 38], ['CBD', 'CABD', 19], ['CBDA', 'CABD', 10], ['CD', 'CAD', 27], ['CDA', 'CAD', 2], ['CDAB', 'CADB', 1], ['CDB', 'CADB', 9], ['CDBA', 'CADB', 2], ['DBC', 'DBCA', 8], ['DC', 'DCA', 18], ['DCB', 'DCAB', 53], ['DCBA', 'DCAB', 5]]"
