Unnamed: 0,file,threshold,winner,rounds,candsLeft,numCands
1377,Ward03-Kilwinning_n-ayrshire12-03.csv,0.077,John FERGUSON (SNP),11,1,11
1378,Ward03-Kilwinning_n-ayrshire12-03.csv,0.078,John FERGUSON (SNP),11,1,11
1379,Ward03-Kilwinning_n-ayrshire12-03.csv,0.079,John FERGUSON (SNP),11,1,11
1380,Ward03-Kilwinning_n-ayrshire12-03.csv,0.08,John FERGUSON (SNP),11,1,11
1381,Ward03-Kilwinning_n-ayrshire12-03.csv,0.081,John FERGUSON (SNP),11,1,11
1382,Ward03-Kilwinning_n-ayrshire12-03.csv,0.082,John FERGUSON (SNP),11,1,11
1383,Ward03-Kilwinning_n-ayrshire12-03.csv,0.083,John FERGUSON (SNP),11,1,11
1384,Ward03-Kilwinning_n-ayrshire12-03.csv,0.084,John FERGUSON (SNP),11,1,11
1385,Ward03-Kilwinning_n-ayrshire12-03.csv,0.085,John FERGUSON (SNP),11,1,11
1386,Ward03-Kilwinning_n-ayrshire12-03.csv,0.086,John FERGUSON (SNP),11,1,11
1387,Ward03-Kilwinning_n-ayrshire12-03.csv,0.087,John FERGUSON (SNP),11,1,11
1388,Ward03-Kilwinning_n-ayrshire12-03.csv,0.088,John FERGUSON (SNP),11,1,11
1389,Ward03-Kilwinning_n-ayrshire12-03.csv,0.089,John FERGUSON (SNP),11,1,11
1390,Ward03-Kilwinning_n-ayrshire12-03.csv,0.09,John FERGUSON (SNP),11,1,11
1391,Ward03-Kilwinning_n-ayrshire12-03.csv,0.091,John FERGUSON (SNP),11,1,11
1392,Ward03-Kilwinning_n-ayrshire12-03.csv,0.092,John FERGUSON (SNP),11,1,11
1393,Ward03-Kilwinning_n-ayrshire12-03.csv,0.093,Joe CULLINANE (Lab),11,1,11
1394,Ward03-Kilwinning_n-ayrshire12-03.csv,0.094,Joe CULLINANE (Lab),11,1,11
1395,Ward03-Kilwinning_n-ayrshire12-03.csv,0.095,Joe CULLINANE (Lab),11,1,11
1396,Ward03-Kilwinning_n-ayrshire12-03.csv,0.096,Joe CULLINANE (Lab),11,1,11
1397,Ward03-Kilwinning_n-ayrshire12-03.csv,0.097,Joe CULLINANE (Lab),11,1,11
1398,Ward03-Kilwinning_n-ayrshire12-03.csv,0.098,Joe CULLINANE (Lab),11,1,11
1399,Ward03-Kilwinning_n-ayrshire12-03.csv,0.099,Joe CULLINANE (Lab),11,1,11
1400,JedburghandDistrictWard_sc-borders12-09.csv,0.0,Len WYSE (Con),4,4,7
1401,JedburghandDistrictWard_sc-borders12-09.csv,0.001,Len WYSE (Con),4,4,7
1402,JedburghandDistrictWard_sc-borders12-09.csv,0.002,Len WYSE (Con),5,3,7
1403,JedburghandDistrictWard_sc-borders12-09.csv,0.003,Jim BROWN (SNP),4,4,7
1404,JedburghandDistrictWard_sc-borders12-09.csv,0.004,Len WYSE (Con),5,3,7
1405,JedburghandDistrictWard_sc-borders12-09.csv,0.005,Len WYSE (Con),5,3,7
1406,JedburghandDistrictWard_sc-borders12-09.csv,0.006,Jim BROWN (SNP),5,3,7
1407,JedburghandDistrictWard_sc-borders12-09.csv,0.007,Len WYSE (Con),5,3,7
1408,JedburghandDistrictWard_sc-borders12-09.csv,0.008,Len WYSE (Con),5,3,7
1409,JedburghandDistrictWard_sc-borders12-09.csv,0.009,Jim BROWN (SNP),3,5,7
1410,JedburghandDistrictWard_sc-borders12-09.csv,0.01,Jim BROWN (SNP),3,5,7
1411,JedburghandDistrictWard_sc-borders12-09.csv,0.011,Jim BROWN (SNP),4,4,7
1412,JedburghandDistrictWard_sc-borders12-09.csv,0.012,Jim BROWN (SNP),4,4,7
1413,JedburghandDistrictWard_sc-borders12-09.csv,0.013,Jim BROWN (SNP),4,4,7
1414,JedburghandDistrictWard_sc-borders12-09.csv,0.014,Jim BROWN (SNP),4,4,7
1415,JedburghandDistrictWard_sc-borders12-09.csv,0.015,Jim BROWN (SNP),4,4,7
1416,JedburghandDistrictWard_sc-borders12-09.csv,0.016,Jim BROWN (SNP),3,5,7
1417,JedburghandDistrictWard_sc-borders12-09.csv,0.017,Jim BROWN (SNP),3,5,7
1418,JedburghandDistrictWard_sc-borders12-09.csv,0.018,Jim BROWN (SNP),3,5,7
1419,JedburghandDistrictWard_sc-borders12-09.csv,0.019,Jim BROWN (SNP),4,4,7
1420,JedburghandDistrictWard_sc-borders12-09.csv,0.02,Jim BROWN (SNP),4,4,7
1421,JedburghandDistrictWard_sc-borders12-09.csv,0.021,Jim BROWN (SNP),4,4,7
1422,JedburghandDistrictWard_sc-borders12-09.csv,0.022,Jim BROWN (SNP),4,4,7
1423,JedburghandDistrictWard_sc-borders12-09.csv,0.023,Jim BROWN (SNP),4,4,7
1424,JedburghandDistrictWard_sc-borders12-09.csv,0.024,Jim BROWN (SNP),4,4,7
1425,JedburghandDistrictWard_sc-borders12-09.csv,0.025,Jim BROWN (SNP),4,4,7
1426,JedburghandDistrictWard_sc-borders12-09.csv,0.026,Jim BROWN (SNP),4,4,7
1427,JedburghandDistrictWard_sc-borders12-09.csv,0.027,Jim BROWN (SNP),4,4,7
1428,JedburghandDistrictWard_sc-borders12-09.csv,0.028,Jim BROWN (SNP),4,4,7
1429,JedburghandDistrictWard_sc-borders12-09.csv,0.029,Jim BROWN (SNP),4,4,7
1430,JedburghandDistrictWard_sc-borders12-09.csv,0.03,Jim BROWN (SNP),4,4,7
1431,JedburghandDistrictWard_sc-borders12-09.csv,0.031,Jim BROWN (SNP),4,4,7
1432,JedburghandDistrictWard_sc-borders12-09.csv,0.032,Jim BROWN (SNP),4,4,7
1433,JedburghandDistrictWard_sc-borders12-09.csv,0.033,Jim BROWN (SNP),4,4,7
1434,JedburghandDistrictWard_sc-borders12-09.csv,0.034,Jim BROWN (SNP),4,4,7
1435,JedburghandDistrictWard_sc-borders12-09.csv,0.035,Jim BROWN (SNP),4,4,7
1436,JedburghandDistrictWard_sc-borders12-09.csv,0.036,Jim BROWN (SNP),4,4,7
1437,JedburghandDistrictWard_sc-borders12-09.csv,0.037,Jim BROWN (SNP),4,4,7
1438,JedburghandDistrictWard_sc-borders12-09.csv,0.038,Jim BROWN (SNP),4,4,7
1439,JedburghandDistrictWard_sc-borders12-09.csv,0.039,Jim BROWN (SNP),4,4,7
1440,JedburghandDistrictWard_sc-borders12-09.csv,0.04,Jim BROWN (SNP),4,4,7
1441,JedburghandDistrictWard_sc-borders12-09.csv,0.041,Jim BROWN (SNP),4,4,7
1442,JedburghandDistrictWard_sc-borders12-09.csv,0.042,Jim BROWN (SNP),4,4,7
1443,JedburghandDistrictWard_sc-borders12-09.csv,0.043,Jim BROWN (SNP),4,4,7
1444,JedburghandDistrictWard_sc-borders12-09.csv,0.044,Jim BROWN (SNP),4,4,7
1445,JedburghandDistrictWard_sc-borders12-09.csv,0.045,Jim BROWN (SNP),4,4,7
1446,JedburghandDistrictWard_sc-borders12-09.csv,0.046,Jim BROWN (SNP),4,4,7
1447,JedburghandDistrictWard_sc-borders12-09.csv,0.047,Jim BROWN (SNP),4,4,7
1448,JedburghandDistrictWard_sc-borders12-09.csv,0.048,Jim BROWN (SNP),4,4,7
1449,JedburghandDistrictWard_sc-borders12-09.csv,0.049,Jim BROWN (SNP),4,4,7
1450,JedburghandDistrictWard_sc-borders12-09.csv,0.05,Jim BROWN (SNP),4,4,7
1451,JedburghandDistrictWard_sc-borders12-09.csv,0.051,Jim BROWN (SNP),4,4,7
1452,JedburghandDistrictWard_sc-borders12-09.csv,0.052,Jim BROWN (SNP),4,4,7
1453,JedburghandDistrictWard_sc-borders12-09.csv,0.053,Jim BROWN (SNP),4,4,7
1454,JedburghandDistrictWard_sc-borders12-09.csv,0.054,Jim BROWN (SNP),4,4,7
1455,JedburghandDistrictWard_sc-borders12-09.csv,0.055,Jim BROWN (SNP),4,4,7
1456,JedburghandDistrictWard_sc-borders12-09.csv,0.056,Jim BROWN (SNP),4,4,7
1457,JedburghandDistrictWard_sc-borders12-09.csv,0.057,Jim BROWN (SNP),4,4,7
1458,JedburghandDistrictWard_sc-borders12-09.csv,0.058,Jim BROWN (SNP),4,4,7
1459,JedburghandDistrictWard_sc-borders12-09.csv,0.059,Jim BROWN (SNP),4,4,7
1460,JedburghandDistrictWard_sc-borders12-09.csv,0.06,Jim BROWN (SNP),4,4,7
1461,JedburghandDistrictWard_sc-borders12-09.csv,0.061,Jim BROWN (SNP),4,4,7
1462,JedburghandDistrictWard_sc-borders12-09.csv,0.062,Jim BROWN (SNP),4,4,7
1463,JedburghandDistrictWard_sc-borders12-09.csv,0.063,Jim BROWN (SNP),4,4,7
1464,JedburghandDistrictWard_sc-borders12-09.csv,0.064,Jim BROWN (SNP),4,4,7
1465,JedburghandDistrictWard_sc-borders12-09.csv,0.065,Jim BROWN (SNP),4,4,7
1466,JedburghandDistrictWard_sc-borders12-09.csv,0.066,Jim BROWN (SNP),4,4,7
1467,JedburghandDistrictWard_sc-borders12-09.csv,0.067,Jim BROWN (SNP),4,4,7
1468,JedburghandDistrictWard_sc-borders12-09.csv,0.068,Jim BROWN (SNP),4,4,7
1469,JedburghandDistrictWard_sc-borders12-09.csv,0.069,Jim BROWN (SNP),4,4,7
1470,JedburghandDistrictWard_sc-borders12-09.csv,0.07,Jim BROWN (SNP),4,4,7
1471,JedburghandDistrictWard_sc-borders12-09.csv,0.071,Jim BROWN (SNP),4,4,7
1472,JedburghandDistrictWard_sc-borders12-09.csv,0.072,Jim BROWN (SNP),4,4,7
1473,JedburghandDistrictWard_sc-borders12-09.csv,0.073,Jim BROWN (SNP),4,4,7
1474,JedburghandDistrictWard_sc-borders12-09.csv,0.074,Jim BROWN (SNP),4,4,7
1475,JedburghandDistrictWard_sc-borders12-09.csv,0.075,Jim BROWN (SNP),4,4,7
1476,JedburghandDistrictWard_sc-borders12-09.csv,0.076,Jim BROWN (SNP),4,4,7
1477,JedburghandDistrictWard_sc-borders12-09.csv,0.077,Jim BROWN (SNP),4,4,7
1478,JedburghandDistrictWard_sc-borders12-09.csv,0.078,Jim BROWN (SNP),4,4,7
1479,JedburghandDistrictWard_sc-borders12-09.csv,0.079,Jim BROWN (SNP),4,4,7
1480,JedburghandDistrictWard_sc-borders12-09.csv,0.08,Jim BROWN (SNP),4,4,7
1481,JedburghandDistrictWard_sc-borders12-09.csv,0.081,Jim BROWN (SNP),4,4,7
1482,JedburghandDistrictWard_sc-borders12-09.csv,0.082,Jim BROWN (SNP),4,4,7
1483,JedburghandDistrictWard_sc-borders12-09.csv,0.083,Jim BROWN (SNP),4,4,7
1484,JedburghandDistrictWard_sc-borders12-09.csv,0.084,Jim BROWN (SNP),4,4,7
1485,JedburghandDistrictWard_sc-borders12-09.csv,0.085,Jim BROWN (SNP),4,4,7
1486,JedburghandDistrictWard_sc-borders12-09.csv,0.086,Jim BROWN (SNP),4,4,7
1487,JedburghandDistrictWard_sc-borders12-09.csv,0.087,Jim BROWN (SNP),4,4,7
1488,JedburghandDistrictWard_sc-borders12-09.csv,0.088,Jim BROWN (SNP),4,4,7
1489,JedburghandDistrictWard_sc-borders12-09.csv,0.089,Jim BROWN (SNP),4,4,7
1490,JedburghandDistrictWard_sc-borders12-09.csv,0.09,Jim BROWN (SNP),4,4,7
1491,JedburghandDistrictWard_sc-borders12-09.csv,0.091,Jim BROWN (SNP),4,4,7
1492,JedburghandDistrictWard_sc-borders12-09.csv,0.092,Jim BROWN (SNP),4,4,7
1493,JedburghandDistrictWard_sc-borders12-09.csv,0.093,Jim BROWN (SNP),4,4,7
1494,JedburghandDistrictWard_sc-borders12-09.csv,0.094,Jim BROWN (SNP),4,4,7
1495,JedburghandDistrictWard_sc-borders12-09.csv,0.095,Jim BROWN (SNP),4,4,7
1496,JedburghandDistrictWard_sc-borders12-09.csv,0.096,Jim BROWN (SNP),4,4,7
1497,JedburghandDistrictWard_sc-borders12-09.csv,0.097,Jim BROWN (SNP),4,4,7
1498,JedburghandDistrictWard_sc-borders12-09.csv,0.098,Jim BROWN (SNP),4,4,7
1499,JedburghandDistrictWard_sc-borders12-09.csv,0.099,Jim BROWN (SNP),4,4,7
1500,ForfarandDistrict_angus12-03.csv,0.0,(SNP) Lynne DEVINE,6,2,7
1501,ForfarandDistrict_angus12-03.csv,0.001,(SNP) Lynne DEVINE,5,3,7
1502,ForfarandDistrict_angus12-03.csv,0.002,(SNP) Lynne DEVINE,6,2,7
1503,ForfarandDistrict_angus12-03.csv,0.003,(SNP) Glennis MIDDLETON,5,3,7
1504,ForfarandDistrict_angus12-03.csv,0.004,(SNP) Lynne DEVINE,6,2,7
1505,ForfarandDistrict_angus12-03.csv,0.005,(SNP) Lynne DEVINE,6,2,7
1506,ForfarandDistrict_angus12-03.csv,0.006,(SNP) Glennis MIDDLETON,5,3,7
1507,ForfarandDistrict_angus12-03.csv,0.007,(SNP) Lynne DEVINE,6,2,7
1508,ForfarandDistrict_angus12-03.csv,0.008,(SNP) Lynne DEVINE,6,2,7
1509,ForfarandDistrict_angus12-03.csv,0.009,(Ind) Ian MCLAREN,6,2,7
1510,ForfarandDistrict_angus12-03.csv,0.01,(Ind) Ian MCLAREN,6,2,7
1511,ForfarandDistrict_angus12-03.csv,0.011,(Ind) Ian MCLAREN,6,2,7
1512,ForfarandDistrict_angus12-03.csv,0.012,(Ind) Ian MCLAREN,6,2,7
1513,ForfarandDistrict_angus12-03.csv,0.013,(SNP) Glennis MIDDLETON,6,2,7
1514,ForfarandDistrict_angus12-03.csv,0.014,(SNP) Lynne DEVINE,5,3,7
1515,ForfarandDistrict_angus12-03.csv,0.015,(SNP) Lynne DEVINE,5,3,7
1516,ForfarandDistrict_angus12-03.csv,0.016,(SNP) Lynne DEVINE,5,3,7
1517,ForfarandDistrict_angus12-03.csv,0.017,(SNP) Lynne DEVINE,5,3,7
1518,ForfarandDistrict_angus12-03.csv,0.018,(SNP) Lynne DEVINE,5,3,7
1519,ForfarandDistrict_angus12-03.csv,0.019,(SNP) Glennis MIDDLETON,5,3,7
1520,ForfarandDistrict_angus12-03.csv,0.02,(SNP) Glennis MIDDLETON,5,3,7
1521,ForfarandDistrict_angus12-03.csv,0.021,(SNP) Glennis MIDDLETON,5,3,7
1522,ForfarandDistrict_angus12-03.csv,0.022,(SNP) Glennis MIDDLETON,5,3,7
1523,ForfarandDistrict_angus12-03.csv,0.023,(Ind) Ian MCLAREN,6,2,7
1524,ForfarandDistrict_angus12-03.csv,0.024,(SNP) Lynne DEVINE,6,2,7
1525,ForfarandDistrict_angus12-03.csv,0.025,(SNP) Lynne DEVINE,6,2,7
1526,ForfarandDistrict_angus12-03.csv,0.026,(SNP) Lynne DEVINE,6,2,7
1527,ForfarandDistrict_angus12-03.csv,0.027,(SNP) Lynne DEVINE,6,2,7
1528,ForfarandDistrict_angus12-03.csv,0.028,(SNP) Lynne DEVINE,6,2,7
1529,ForfarandDistrict_angus12-03.csv,0.029,(SNP) Lynne DEVINE,6,2,7
1530,ForfarandDistrict_angus12-03.csv,0.03,(SNP) Lynne DEVINE,6,2,7
1531,ForfarandDistrict_angus12-03.csv,0.031,(SNP) Lynne DEVINE,6,2,7
1532,ForfarandDistrict_angus12-03.csv,0.032,(SNP) Lynne DEVINE,6,2,7
1533,ForfarandDistrict_angus12-03.csv,0.033,(SNP) Lynne DEVINE,6,2,7
1534,ForfarandDistrict_angus12-03.csv,0.034,(SNP) Lynne DEVINE,6,2,7
1535,ForfarandDistrict_angus12-03.csv,0.035,(SNP) Lynne DEVINE,6,2,7
1536,ForfarandDistrict_angus12-03.csv,0.036,(SNP) Lynne DEVINE,6,2,7
1537,ForfarandDistrict_angus12-03.csv,0.037,(SNP) Lynne DEVINE,6,2,7
1538,ForfarandDistrict_angus12-03.csv,0.038,(SNP) Lynne DEVINE,6,2,7
1539,ForfarandDistrict_angus12-03.csv,0.039,(SNP) Lynne DEVINE,6,2,7
1540,ForfarandDistrict_angus12-03.csv,0.04,(SNP) Lynne DEVINE,6,2,7
1541,ForfarandDistrict_angus12-03.csv,0.041,(SNP) Lynne DEVINE,6,2,7
1542,ForfarandDistrict_angus12-03.csv,0.042,(SNP) Lynne DEVINE,6,2,7
1543,ForfarandDistrict_angus12-03.csv,0.043,(SNP) Lynne DEVINE,6,2,7
1544,ForfarandDistrict_angus12-03.csv,0.044,(SNP) Lynne DEVINE,6,2,7
1545,ForfarandDistrict_angus12-03.csv,0.045,(SNP) Lynne DEVINE,6,2,7
1546,ForfarandDistrict_angus12-03.csv,0.046,(SNP) Lynne DEVINE,6,2,7
1547,ForfarandDistrict_angus12-03.csv,0.047,(SNP) Lynne DEVINE,6,2,7
1548,ForfarandDistrict_angus12-03.csv,0.048,(SNP) Lynne DEVINE,6,2,7
1549,ForfarandDistrict_angus12-03.csv,0.049,(SNP) Lynne DEVINE,6,2,7
1550,ForfarandDistrict_angus12-03.csv,0.05,(SNP) Lynne DEVINE,6,2,7
1551,ForfarandDistrict_angus12-03.csv,0.051,(SNP) Lynne DEVINE,6,2,7
1552,ForfarandDistrict_angus12-03.csv,0.052,(Ind) COLIN BROWN,6,2,7
1553,ForfarandDistrict_angus12-03.csv,0.053,(Ind) COLIN BROWN,6,2,7
1554,ForfarandDistrict_angus12-03.csv,0.054,(Ind) COLIN BROWN,6,2,7
1555,ForfarandDistrict_angus12-03.csv,0.055,(Ind) COLIN BROWN,6,2,7
1556,ForfarandDistrict_angus12-03.csv,0.056,(Ind) COLIN BROWN,6,2,7
1557,ForfarandDistrict_angus12-03.csv,0.057,(Ind) COLIN BROWN,6,2,7
1558,ForfarandDistrict_angus12-03.csv,0.058,(Ind) COLIN BROWN,6,2,7
1559,ForfarandDistrict_angus12-03.csv,0.059,(Ind) COLIN BROWN,6,2,7
1560,ForfarandDistrict_angus12-03.csv,0.06,(Ind) COLIN BROWN,6,2,7
1561,ForfarandDistrict_angus12-03.csv,0.061,(Ind) COLIN BROWN,6,2,7
1562,ForfarandDistrict_angus12-03.csv,0.062,(Ind) COLIN BROWN,6,2,7
1563,ForfarandDistrict_angus12-03.csv,0.063,(Ind) COLIN BROWN,6,2,7
1564,ForfarandDistrict_angus12-03.csv,0.064,(Ind) COLIN BROWN,6,2,7
1565,ForfarandDistrict_angus12-03.csv,0.065,(Ind) COLIN BROWN,6,2,7
1566,ForfarandDistrict_angus12-03.csv,0.066,(Ind) COLIN BROWN,6,2,7
1567,ForfarandDistrict_angus12-03.csv,0.067,(Ind) COLIN BROWN,6,2,7
1568,ForfarandDistrict_angus12-03.csv,0.068,(Ind) COLIN BROWN,6,2,7
1569,ForfarandDistrict_angus12-03.csv,0.069,(Ind) COLIN BROWN,6,2,7
1570,ForfarandDistrict_angus12-03.csv,0.07,(Ind) COLIN BROWN,6,2,7
1571,ForfarandDistrict_angus12-03.csv,0.071,(Ind) Ian MCLAREN,6,2,7
1572,ForfarandDistrict_angus12-03.csv,0.072,(Ind) Ian MCLAREN,6,2,7
1573,ForfarandDistrict_angus12-03.csv,0.073,(Ind) Ian MCLAREN,6,2,7
1574,ForfarandDistrict_angus12-03.csv,0.074,(Ind) Ian MCLAREN,6,2,7
1575,ForfarandDistrict_angus12-03.csv,0.075,(Ind) Ian MCLAREN,6,2,7
1576,ForfarandDistrict_angus12-03.csv,0.076,(Ind) Ian MCLAREN,6,2,7
1577,ForfarandDistrict_angus12-03.csv,0.077,(Ind) Ian MCLAREN,6,2,7
1578,ForfarandDistrict_angus12-03.csv,0.078,(Ind) Ian MCLAREN,6,2,7
1579,ForfarandDistrict_angus12-03.csv,0.079,(Ind) Ian MCLAREN,6,2,7
1580,ForfarandDistrict_angus12-03.csv,0.08,(Ind) Ian MCLAREN,6,2,7
1581,ForfarandDistrict_angus12-03.csv,0.081,(Ind) Ian MCLAREN,6,2,7
1582,ForfarandDistrict_angus12-03.csv,0.082,(Ind) Ian MCLAREN,6,2,7
1583,ForfarandDistrict_angus12-03.csv,0.083,(Ind) Ian MCLAREN,6,2,7
1584,ForfarandDistrict_angus12-03.csv,0.084,(Ind) Ian MCLAREN,6,2,7
1585,ForfarandDistrict_angus12-03.csv,0.085,(Ind) Ian MCLAREN,6,2,7
1586,ForfarandDistrict_angus12-03.csv,0.086,(Ind) Ian MCLAREN,6,2,7
1587,ForfarandDistrict_angus12-03.csv,0.087,(Ind) Ian MCLAREN,6,2,7
1588,ForfarandDistrict_angus12-03.csv,0.088,(Ind) Ian MCLAREN,6,2,7
1589,ForfarandDistrict_angus12-03.csv,0.089,(Ind) Ian MCLAREN,6,2,7
1590,ForfarandDistrict_angus12-03.csv,0.09,(Ind) Ian MCLAREN,6,2,7
1591,ForfarandDistrict_angus12-03.csv,0.091,(Ind) Ian MCLAREN,6,2,7
1592,ForfarandDistrict_angus12-03.csv,0.092,(Ind) Ian MCLAREN,6,2,7
1593,ForfarandDistrict_angus12-03.csv,0.093,(Ind) Ian MCLAREN,6,2,7
1594,ForfarandDistrict_angus12-03.csv,0.094,(Ind) Ian MCLAREN,6,2,7
1595,ForfarandDistrict_angus12-03.csv,0.095,(Ind) Ian MCLAREN,6,2,7
1596,ForfarandDistrict_angus12-03.csv,0.096,(Ind) Ian MCLAREN,6,2,7
1597,ForfarandDistrict_angus12-03.csv,0.097,(Ind) Ian MCLAREN,6,2,7
1598,ForfarandDistrict_angus12-03.csv,0.098,(SNP) Lynne DEVINE,5,3,7
1599,ForfarandDistrict_angus12-03.csv,0.099,(SNP) Lynne DEVINE,5,3,7
