Unnamed: 0,file,threshold,winner,rounds,candsLeft,numCands
1102,AnnandaleNorthWard_dumgal12-12.csv,0.002,(Con) Gail MACGREGOR,2,6,7
1103,AnnandaleNorthWard_dumgal12-12.csv,0.003,(Con) Roger GRANT,5,3,7
1104,AnnandaleNorthWard_dumgal12-12.csv,0.004,(Con) Gail MACGREGOR,5,3,7
1105,AnnandaleNorthWard_dumgal12-12.csv,0.005,(Con) Gail MACGREGOR,3,5,7
1106,AnnandaleNorthWard_dumgal12-12.csv,0.006,(Con) Gail MACGREGOR,3,5,7
1107,AnnandaleNorthWard_dumgal12-12.csv,0.007,(Con) Gail MACGREGOR,3,5,7
1108,AnnandaleNorthWard_dumgal12-12.csv,0.008,(Con) Gail MACGREGOR,3,5,7
1109,AnnandaleNorthWard_dumgal12-12.csv,0.009,(Con) Gail MACGREGOR,3,5,7
1110,AnnandaleNorthWard_dumgal12-12.csv,0.01,(Con) Gail MACGREGOR,3,5,7
1111,AnnandaleNorthWard_dumgal12-12.csv,0.011,(Con) Gail MACGREGOR,3,5,7
1112,AnnandaleNorthWard_dumgal12-12.csv,0.012,(Con) Gail MACGREGOR,3,5,7
1113,AnnandaleNorthWard_dumgal12-12.csv,0.013,(Con) Gail MACGREGOR,3,5,7
1114,AnnandaleNorthWard_dumgal12-12.csv,0.014,(Con) Gail MACGREGOR,3,5,7
1115,AnnandaleNorthWard_dumgal12-12.csv,0.015,(Con) Gail MACGREGOR,3,5,7
1116,AnnandaleNorthWard_dumgal12-12.csv,0.016,(Con) Gail MACGREGOR,3,5,7
1117,AnnandaleNorthWard_dumgal12-12.csv,0.017,(Con) Gail MACGREGOR,3,5,7
1118,AnnandaleNorthWard_dumgal12-12.csv,0.018,(Con) Gail MACGREGOR,3,5,7
1119,AnnandaleNorthWard_dumgal12-12.csv,0.019,(Con) Gail MACGREGOR,3,5,7
1120,AnnandaleNorthWard_dumgal12-12.csv,0.02,(Con) Gail MACGREGOR,3,5,7
1121,AnnandaleNorthWard_dumgal12-12.csv,0.021,(Con) Roger GRANT,4,4,7
1122,AnnandaleNorthWard_dumgal12-12.csv,0.022,(Con) Roger GRANT,4,4,7
1123,AnnandaleNorthWard_dumgal12-12.csv,0.023,(Con) Roger GRANT,4,4,7
1124,AnnandaleNorthWard_dumgal12-12.csv,0.024,(Con) Roger GRANT,4,4,7
1125,AnnandaleNorthWard_dumgal12-12.csv,0.025,(Con) Roger GRANT,4,4,7
1126,AnnandaleNorthWard_dumgal12-12.csv,0.026,(Con) Roger GRANT,4,4,7
1127,AnnandaleNorthWard_dumgal12-12.csv,0.027,(Con) Gail MACGREGOR,3,5,7
1128,AnnandaleNorthWard_dumgal12-12.csv,0.028,(Con) Gail MACGREGOR,3,5,7
1129,AnnandaleNorthWard_dumgal12-12.csv,0.029,(Con) Gail MACGREGOR,3,5,7
1130,AnnandaleNorthWard_dumgal12-12.csv,0.03,(Con) Gail MACGREGOR,3,5,7
1131,AnnandaleNorthWard_dumgal12-12.csv,0.031,(Con) Gail MACGREGOR,3,5,7
1132,AnnandaleNorthWard_dumgal12-12.csv,0.032,(Con) Gail MACGREGOR,3,5,7
1133,AnnandaleNorthWard_dumgal12-12.csv,0.033,(Con) Gail MACGREGOR,3,5,7
1134,AnnandaleNorthWard_dumgal12-12.csv,0.034,(Con) Gail MACGREGOR,3,5,7
1135,AnnandaleNorthWard_dumgal12-12.csv,0.035,(Con) Gail MACGREGOR,3,5,7
1136,AnnandaleNorthWard_dumgal12-12.csv,0.036,(Con) Gail MACGREGOR,3,5,7
1137,AnnandaleNorthWard_dumgal12-12.csv,0.037,(Con) Gail MACGREGOR,3,5,7
1138,AnnandaleNorthWard_dumgal12-12.csv,0.038,(Con) Gail MACGREGOR,3,5,7
1139,AnnandaleNorthWard_dumgal12-12.csv,0.039,(Con) Gail MACGREGOR,3,5,7
1140,AnnandaleNorthWard_dumgal12-12.csv,0.04,(Con) Gail MACGREGOR,3,5,7
1141,AnnandaleNorthWard_dumgal12-12.csv,0.041,(Con) Gail MACGREGOR,3,5,7
1142,AnnandaleNorthWard_dumgal12-12.csv,0.042,(Con) Gail MACGREGOR,3,5,7
1143,AnnandaleNorthWard_dumgal12-12.csv,0.043,(Con) Gail MACGREGOR,3,5,7
1144,AnnandaleNorthWard_dumgal12-12.csv,0.044,(Con) Gail MACGREGOR,3,5,7
1145,AnnandaleNorthWard_dumgal12-12.csv,0.045,(Con) Gail MACGREGOR,3,5,7
1146,AnnandaleNorthWard_dumgal12-12.csv,0.046,(Con) Gail MACGREGOR,3,5,7
1147,AnnandaleNorthWard_dumgal12-12.csv,0.047,(Con) Gail MACGREGOR,3,5,7
1148,AnnandaleNorthWard_dumgal12-12.csv,0.048,(Con) Gail MACGREGOR,3,5,7
1149,AnnandaleNorthWard_dumgal12-12.csv,0.049,(Con) Gail MACGREGOR,3,5,7
1150,AnnandaleNorthWard_dumgal12-12.csv,0.05,(Con) Gail MACGREGOR,3,5,7
1151,AnnandaleNorthWard_dumgal12-12.csv,0.051,(Con) Gail MACGREGOR,3,5,7
1152,AnnandaleNorthWard_dumgal12-12.csv,0.052,(Con) Gail MACGREGOR,3,5,7
1153,AnnandaleNorthWard_dumgal12-12.csv,0.053,(Con) Gail MACGREGOR,3,5,7
1154,AnnandaleNorthWard_dumgal12-12.csv,0.054,(Con) Gail MACGREGOR,3,5,7
1155,AnnandaleNorthWard_dumgal12-12.csv,0.055,(Con) Gail MACGREGOR,3,5,7
1156,AnnandaleNorthWard_dumgal12-12.csv,0.056,(Con) Gail MACGREGOR,3,5,7
1157,AnnandaleNorthWard_dumgal12-12.csv,0.057,(Con) Gail MACGREGOR,3,5,7
1158,AnnandaleNorthWard_dumgal12-12.csv,0.058,(Con) Gail MACGREGOR,3,5,7
1159,AnnandaleNorthWard_dumgal12-12.csv,0.059,(Con) Gail MACGREGOR,3,5,7
1160,AnnandaleNorthWard_dumgal12-12.csv,0.06,(Con) Gail MACGREGOR,3,5,7
1161,AnnandaleNorthWard_dumgal12-12.csv,0.061,(Con) Gail MACGREGOR,3,5,7
1162,AnnandaleNorthWard_dumgal12-12.csv,0.062,(Con) Gail MACGREGOR,3,5,7
1163,AnnandaleNorthWard_dumgal12-12.csv,0.063,(Con) Gail MACGREGOR,3,5,7
1164,AnnandaleNorthWard_dumgal12-12.csv,0.064,(Con) Gail MACGREGOR,3,5,7
1165,AnnandaleNorthWard_dumgal12-12.csv,0.065,(Con) Gail MACGREGOR,3,5,7
1166,AnnandaleNorthWard_dumgal12-12.csv,0.066,(Con) Gail MACGREGOR,3,5,7
1167,AnnandaleNorthWard_dumgal12-12.csv,0.067,(Con) Gail MACGREGOR,3,5,7
1168,AnnandaleNorthWard_dumgal12-12.csv,0.068,(Con) Gail MACGREGOR,3,5,7
1169,AnnandaleNorthWard_dumgal12-12.csv,0.069,(Con) Gail MACGREGOR,3,5,7
1170,AnnandaleNorthWard_dumgal12-12.csv,0.07,(Con) Gail MACGREGOR,3,5,7
1171,AnnandaleNorthWard_dumgal12-12.csv,0.071,(Con) Gail MACGREGOR,3,5,7
1172,AnnandaleNorthWard_dumgal12-12.csv,0.072,(Con) Gail MACGREGOR,3,5,7
1173,AnnandaleNorthWard_dumgal12-12.csv,0.073,(Con) Gail MACGREGOR,3,5,7
1174,AnnandaleNorthWard_dumgal12-12.csv,0.074,(Con) Gail MACGREGOR,3,5,7
1175,AnnandaleNorthWard_dumgal12-12.csv,0.075,(Con) Gail MACGREGOR,3,5,7
1176,AnnandaleNorthWard_dumgal12-12.csv,0.076,(Con) Gail MACGREGOR,3,5,7
1177,AnnandaleNorthWard_dumgal12-12.csv,0.077,(Con) Gail MACGREGOR,3,5,7
1178,AnnandaleNorthWard_dumgal12-12.csv,0.078,(Con) Gail MACGREGOR,3,5,7
1179,AnnandaleNorthWard_dumgal12-12.csv,0.079,(Con) Gail MACGREGOR,3,5,7
1180,AnnandaleNorthWard_dumgal12-12.csv,0.08,(Con) Gail MACGREGOR,3,5,7
1181,AnnandaleNorthWard_dumgal12-12.csv,0.081,(Con) Gail MACGREGOR,3,5,7
1182,AnnandaleNorthWard_dumgal12-12.csv,0.082,(Con) Gail MACGREGOR,3,5,7
1183,AnnandaleNorthWard_dumgal12-12.csv,0.083,(Con) Gail MACGREGOR,3,5,7
1184,AnnandaleNorthWard_dumgal12-12.csv,0.084,(Con) Gail MACGREGOR,3,5,7
1185,AnnandaleNorthWard_dumgal12-12.csv,0.085,(Con) Gail MACGREGOR,3,5,7
1186,AnnandaleNorthWard_dumgal12-12.csv,0.086,(Con) Gail MACGREGOR,3,5,7
1187,AnnandaleNorthWard_dumgal12-12.csv,0.087,(Con) Gail MACGREGOR,3,5,7
1188,AnnandaleNorthWard_dumgal12-12.csv,0.088,(Con) Gail MACGREGOR,3,5,7
1189,AnnandaleNorthWard_dumgal12-12.csv,0.089,(Con) Gail MACGREGOR,3,5,7
1190,AnnandaleNorthWard_dumgal12-12.csv,0.09,(Con) Gail MACGREGOR,3,5,7
1191,AnnandaleNorthWard_dumgal12-12.csv,0.091,(Con) Gail MACGREGOR,3,5,7
1192,AnnandaleNorthWard_dumgal12-12.csv,0.092,(Con) Gail MACGREGOR,3,5,7
1193,AnnandaleNorthWard_dumgal12-12.csv,0.093,(Con) Gail MACGREGOR,3,5,7
1194,AnnandaleNorthWard_dumgal12-12.csv,0.094,(Con) Gail MACGREGOR,3,5,7
1195,AnnandaleNorthWard_dumgal12-12.csv,0.095,(Con) Gail MACGREGOR,3,5,7
1196,AnnandaleNorthWard_dumgal12-12.csv,0.096,(Con) Gail MACGREGOR,3,5,7
1197,AnnandaleNorthWard_dumgal12-12.csv,0.097,(Con) Gail MACGREGOR,3,5,7
1198,AnnandaleNorthWard_dumgal12-12.csv,0.098,(Con) Gail MACGREGOR,3,5,7
1199,AnnandaleNorthWard_dumgal12-12.csv,0.099,(Con) Gail MACGREGOR,3,5,7
1200,Ward3-ForfarandDistrict_ward3.csv,0.0,Ian MCLAREN (Ind),6,3,8
1201,Ward3-ForfarandDistrict_ward3.csv,0.001,Lynne DEVINE (SNP),6,3,8
1202,Ward3-ForfarandDistrict_ward3.csv,0.002,Lynne DEVINE (SNP),6,3,8
1203,Ward3-ForfarandDistrict_ward3.csv,0.003,Ian MCLAREN (Ind),5,4,8
1204,Ward3-ForfarandDistrict_ward3.csv,0.004,Ian MCLAREN (Ind),7,2,8
1205,Ward3-ForfarandDistrict_ward3.csv,0.005,Ian MCLAREN (Ind),7,2,8
1206,Ward3-ForfarandDistrict_ward3.csv,0.006,Lynne DEVINE (SNP),7,2,8
1207,Ward3-ForfarandDistrict_ward3.csv,0.007,Lynne DEVINE (SNP),7,2,8
1208,Ward3-ForfarandDistrict_ward3.csv,0.008,Lynne DEVINE (SNP),7,2,8
1209,Ward3-ForfarandDistrict_ward3.csv,0.009,Lynne DEVINE (SNP),7,2,8
1210,Ward3-ForfarandDistrict_ward3.csv,0.01,Ian MCLAREN (Ind),7,2,8
1211,Ward3-ForfarandDistrict_ward3.csv,0.011,Ian MCLAREN (Ind),7,2,8
1212,Ward3-ForfarandDistrict_ward3.csv,0.012,Ian MCLAREN (Ind),7,2,8
1213,Ward3-ForfarandDistrict_ward3.csv,0.013,Ian MCLAREN (Ind),5,4,8
1214,Ward3-ForfarandDistrict_ward3.csv,0.014,Ian MCLAREN (Ind),5,4,8
1215,Ward3-ForfarandDistrict_ward3.csv,0.015,Ian MCLAREN (Ind),5,4,8
1216,Ward3-ForfarandDistrict_ward3.csv,0.016,Ian MCLAREN (Ind),5,4,8
1217,Ward3-ForfarandDistrict_ward3.csv,0.017,Ian MCLAREN (Ind),5,4,8
1218,Ward3-ForfarandDistrict_ward3.csv,0.018,Ian MCLAREN (Ind),5,4,8
1219,Ward3-ForfarandDistrict_ward3.csv,0.019,Ian MCLAREN (Ind),5,4,8
1220,Ward3-ForfarandDistrict_ward3.csv,0.02,Ian MCLAREN (Ind),5,4,8
1221,Ward3-ForfarandDistrict_ward3.csv,0.021,Ian MCLAREN (Ind),7,2,8
1222,Ward3-ForfarandDistrict_ward3.csv,0.022,Ian MCLAREN (Ind),7,2,8
1223,Ward3-ForfarandDistrict_ward3.csv,0.023,Ian MCLAREN (Ind),7,2,8
1224,Ward3-ForfarandDistrict_ward3.csv,0.024,Ian MCLAREN (Ind),7,2,8
1225,Ward3-ForfarandDistrict_ward3.csv,0.025,Ian MCLAREN (Ind),7,2,8
1226,Ward3-ForfarandDistrict_ward3.csv,0.026,Ian MCLAREN (Ind),7,2,8
1227,Ward3-ForfarandDistrict_ward3.csv,0.027,Ian MCLAREN (Ind),6,3,8
1228,Ward3-ForfarandDistrict_ward3.csv,0.028,Ian MCLAREN (Ind),6,3,8
1229,Ward3-ForfarandDistrict_ward3.csv,0.029,Ian MCLAREN (Ind),6,3,8
1230,Ward3-ForfarandDistrict_ward3.csv,0.03,Ian MCLAREN (Ind),6,3,8
1231,Ward3-ForfarandDistrict_ward3.csv,0.031,Ian MCLAREN (Ind),6,3,8
1232,Ward3-ForfarandDistrict_ward3.csv,0.032,Ian MCLAREN (Ind),6,3,8
1233,Ward3-ForfarandDistrict_ward3.csv,0.033,Ian MCLAREN (Ind),6,3,8
1234,Ward3-ForfarandDistrict_ward3.csv,0.034,Ian MCLAREN (Ind),6,3,8
1235,Ward3-ForfarandDistrict_ward3.csv,0.035,Ian MCLAREN (Ind),6,3,8
1236,Ward3-ForfarandDistrict_ward3.csv,0.036,Ian MCLAREN (Ind),6,3,8
1237,Ward3-ForfarandDistrict_ward3.csv,0.037,Ian MCLAREN (Ind),6,3,8
1238,Ward3-ForfarandDistrict_ward3.csv,0.038,Ian MCLAREN (Ind),6,3,8
1239,Ward3-ForfarandDistrict_ward3.csv,0.039,Ian MCLAREN (Ind),6,3,8
1240,Ward3-ForfarandDistrict_ward3.csv,0.04,Ian MCLAREN (Ind),6,3,8
1241,Ward3-ForfarandDistrict_ward3.csv,0.041,Ian MCLAREN (Ind),6,3,8
1242,Ward3-ForfarandDistrict_ward3.csv,0.042,Ian MCLAREN (Ind),6,3,8
1243,Ward3-ForfarandDistrict_ward3.csv,0.043,Ian MCLAREN (Ind),6,3,8
1244,Ward3-ForfarandDistrict_ward3.csv,0.044,Ian MCLAREN (Ind),6,3,8
1245,Ward3-ForfarandDistrict_ward3.csv,0.045,Ian MCLAREN (Ind),6,3,8
1246,Ward3-ForfarandDistrict_ward3.csv,0.046,Ian MCLAREN (Ind),6,3,8
1247,Ward3-ForfarandDistrict_ward3.csv,0.047,Ian MCLAREN (Ind),6,3,8
1248,Ward3-ForfarandDistrict_ward3.csv,0.048,Ian MCLAREN (Ind),6,3,8
1249,Ward3-ForfarandDistrict_ward3.csv,0.049,Ian MCLAREN (Ind),6,3,8
1250,Ward3-ForfarandDistrict_ward3.csv,0.05,Ian MCLAREN (Ind),6,3,8
1251,Ward3-ForfarandDistrict_ward3.csv,0.051,Ian MCLAREN (Ind),6,3,8
1252,Ward3-ForfarandDistrict_ward3.csv,0.052,Ian MCLAREN (Ind),6,3,8
1253,Ward3-ForfarandDistrict_ward3.csv,0.053,Ian MCLAREN (Ind),6,3,8
1254,Ward3-ForfarandDistrict_ward3.csv,0.054,Ian MCLAREN (Ind),6,3,8
1255,Ward3-ForfarandDistrict_ward3.csv,0.055,Ian MCLAREN (Ind),6,3,8
1256,Ward3-ForfarandDistrict_ward3.csv,0.056,Ian MCLAREN (Ind),6,3,8
1257,Ward3-ForfarandDistrict_ward3.csv,0.057,Ian MCLAREN (Ind),6,3,8
1258,Ward3-ForfarandDistrict_ward3.csv,0.058,Ian MCLAREN (Ind),6,3,8
1259,Ward3-ForfarandDistrict_ward3.csv,0.059,Ian MCLAREN (Ind),6,3,8
1260,Ward3-ForfarandDistrict_ward3.csv,0.06,Ian MCLAREN (Ind),6,3,8
1261,Ward3-ForfarandDistrict_ward3.csv,0.061,Ian MCLAREN (Ind),6,3,8
1262,Ward3-ForfarandDistrict_ward3.csv,0.062,Ian MCLAREN (Ind),6,3,8
1263,Ward3-ForfarandDistrict_ward3.csv,0.063,Ian MCLAREN (Ind),6,3,8
1264,Ward3-ForfarandDistrict_ward3.csv,0.064,Ian MCLAREN (Ind),6,3,8
1265,Ward3-ForfarandDistrict_ward3.csv,0.065,Ian MCLAREN (Ind),6,3,8
1266,Ward3-ForfarandDistrict_ward3.csv,0.066,Ian MCLAREN (Ind),6,3,8
1267,Ward3-ForfarandDistrict_ward3.csv,0.067,Ian MCLAREN (Ind),6,3,8
1268,Ward3-ForfarandDistrict_ward3.csv,0.068,Ian MCLAREN (Ind),6,3,8
1269,Ward3-ForfarandDistrict_ward3.csv,0.069,Ian MCLAREN (Ind),6,3,8
1270,Ward3-ForfarandDistrict_ward3.csv,0.07,Ian MCLAREN (Ind),6,3,8
1271,Ward3-ForfarandDistrict_ward3.csv,0.071,Ian MCLAREN (Ind),6,3,8
1272,Ward3-ForfarandDistrict_ward3.csv,0.072,Ian MCLAREN (Ind),6,3,8
1273,Ward3-ForfarandDistrict_ward3.csv,0.073,Ian MCLAREN (Ind),6,3,8
1274,Ward3-ForfarandDistrict_ward3.csv,0.074,Ian MCLAREN (Ind),6,3,8
1275,Ward3-ForfarandDistrict_ward3.csv,0.075,Ian MCLAREN (Ind),6,3,8
1276,Ward3-ForfarandDistrict_ward3.csv,0.076,Ian MCLAREN (Ind),6,3,8
1277,Ward3-ForfarandDistrict_ward3.csv,0.077,Ian MCLAREN (Ind),6,3,8
1278,Ward3-ForfarandDistrict_ward3.csv,0.078,Ian MCLAREN (Ind),6,3,8
1279,Ward3-ForfarandDistrict_ward3.csv,0.079,Ian MCLAREN (Ind),6,3,8
1280,Ward3-ForfarandDistrict_ward3.csv,0.08,Ian MCLAREN (Ind),6,3,8
1281,Ward3-ForfarandDistrict_ward3.csv,0.081,Ian MCLAREN (Ind),6,3,8
1282,Ward3-ForfarandDistrict_ward3.csv,0.082,Ian MCLAREN (Ind),6,3,8
1283,Ward3-ForfarandDistrict_ward3.csv,0.083,Ian MCLAREN (Ind),6,3,8
1284,Ward3-ForfarandDistrict_ward3.csv,0.084,Ian MCLAREN (Ind),6,3,8
1285,Ward3-ForfarandDistrict_ward3.csv,0.085,Ian MCLAREN (Ind),6,3,8
1286,Ward3-ForfarandDistrict_ward3.csv,0.086,Ian MCLAREN (Ind),6,3,8
1287,Ward3-ForfarandDistrict_ward3.csv,0.087,Ian MCLAREN (Ind),6,3,8
1288,Ward3-ForfarandDistrict_ward3.csv,0.088,Ian MCLAREN (Ind),6,3,8
1289,Ward3-ForfarandDistrict_ward3.csv,0.089,Ian MCLAREN (Ind),6,3,8
1290,Ward3-ForfarandDistrict_ward3.csv,0.09,Ian MCLAREN (Ind),6,3,8
1291,Ward3-ForfarandDistrict_ward3.csv,0.091,Ian MCLAREN (Ind),6,3,8
1292,Ward3-ForfarandDistrict_ward3.csv,0.092,Ian MCLAREN (Ind),6,3,8
1293,Ward3-ForfarandDistrict_ward3.csv,0.093,Ian MCLAREN (Ind),6,3,8
1294,Ward3-ForfarandDistrict_ward3.csv,0.094,Ian MCLAREN (Ind),6,3,8
1295,Ward3-ForfarandDistrict_ward3.csv,0.095,Ian MCLAREN (Ind),6,3,8
1296,Ward3-ForfarandDistrict_ward3.csv,0.096,Ian MCLAREN (Ind),6,3,8
1297,Ward3-ForfarandDistrict_ward3.csv,0.097,Ian MCLAREN (Ind),6,3,8
1298,Ward3-ForfarandDistrict_ward3.csv,0.098,Ian MCLAREN (Ind),6,3,8
1299,Ward3-ForfarandDistrict_ward3.csv,0.099,Ian MCLAREN (Ind),6,3,8
1300,Ward03-Kilwinning_n-ayrshire12-03.csv,0.0,Joe CULLINANE (Lab),11,1,11
1301,Ward03-Kilwinning_n-ayrshire12-03.csv,0.001,Joe CULLINANE (Lab),11,1,11
1302,Ward03-Kilwinning_n-ayrshire12-03.csv,0.002,Joe CULLINANE (Lab),11,1,11
1303,Ward03-Kilwinning_n-ayrshire12-03.csv,0.003,Joe CULLINANE (Lab),11,1,11
1304,Ward03-Kilwinning_n-ayrshire12-03.csv,0.004,Joe CULLINANE (Lab),11,1,11
1305,Ward03-Kilwinning_n-ayrshire12-03.csv,0.005,Joe CULLINANE (Lab),11,1,11
1306,Ward03-Kilwinning_n-ayrshire12-03.csv,0.006,Joe CULLINANE (Lab),11,1,11
1307,Ward03-Kilwinning_n-ayrshire12-03.csv,0.007,Joe CULLINANE (Lab),11,1,11
1308,Ward03-Kilwinning_n-ayrshire12-03.csv,0.008,Joe CULLINANE (Lab),11,1,11
1309,Ward03-Kilwinning_n-ayrshire12-03.csv,0.009,Joe CULLINANE (Lab),11,1,11
1310,Ward03-Kilwinning_n-ayrshire12-03.csv,0.01,Joe CULLINANE (Lab),11,1,11
1311,Ward03-Kilwinning_n-ayrshire12-03.csv,0.011,Joe CULLINANE (Lab),11,1,11
1312,Ward03-Kilwinning_n-ayrshire12-03.csv,0.012,Joe CULLINANE (Lab),11,1,11
1313,Ward03-Kilwinning_n-ayrshire12-03.csv,0.013,Joe CULLINANE (Lab),11,1,11
1314,Ward03-Kilwinning_n-ayrshire12-03.csv,0.014,Joe CULLINANE (Lab),11,1,11
1315,Ward03-Kilwinning_n-ayrshire12-03.csv,0.015,Joe CULLINANE (Lab),11,1,11
1316,Ward03-Kilwinning_n-ayrshire12-03.csv,0.016,Joe CULLINANE (Lab),11,1,11
1317,Ward03-Kilwinning_n-ayrshire12-03.csv,0.017,Joe CULLINANE (Lab),11,1,11
1318,Ward03-Kilwinning_n-ayrshire12-03.csv,0.018,Joe CULLINANE (Lab),11,1,11
1319,Ward03-Kilwinning_n-ayrshire12-03.csv,0.019,Joe CULLINANE (Lab),11,1,11
1320,Ward03-Kilwinning_n-ayrshire12-03.csv,0.02,Joe CULLINANE (Lab),11,1,11
1321,Ward03-Kilwinning_n-ayrshire12-03.csv,0.021,Joe CULLINANE (Lab),11,1,11
1322,Ward03-Kilwinning_n-ayrshire12-03.csv,0.022,Joe CULLINANE (Lab),11,1,11
1323,Ward03-Kilwinning_n-ayrshire12-03.csv,0.023,Joe CULLINANE (Lab),11,1,11
1324,Ward03-Kilwinning_n-ayrshire12-03.csv,0.024,Joe CULLINANE (Lab),11,1,11
1325,Ward03-Kilwinning_n-ayrshire12-03.csv,0.025,Joe CULLINANE (Lab),11,1,11
1326,Ward03-Kilwinning_n-ayrshire12-03.csv,0.026,Joe CULLINANE (Lab),11,1,11
1327,Ward03-Kilwinning_n-ayrshire12-03.csv,0.027,Joe CULLINANE (Lab),11,1,11
1328,Ward03-Kilwinning_n-ayrshire12-03.csv,0.028,Joe CULLINANE (Lab),11,1,11
1329,Ward03-Kilwinning_n-ayrshire12-03.csv,0.029,Joe CULLINANE (Lab),11,1,11
1330,Ward03-Kilwinning_n-ayrshire12-03.csv,0.03,Joe CULLINANE (Lab),11,1,11
1331,Ward03-Kilwinning_n-ayrshire12-03.csv,0.031,Joe CULLINANE (Lab),11,1,11
1332,Ward03-Kilwinning_n-ayrshire12-03.csv,0.032,Joe CULLINANE (Lab),11,1,11
1333,Ward03-Kilwinning_n-ayrshire12-03.csv,0.033,Joe CULLINANE (Lab),11,1,11
1334,Ward03-Kilwinning_n-ayrshire12-03.csv,0.034,Joe CULLINANE (Lab),11,1,11
1335,Ward03-Kilwinning_n-ayrshire12-03.csv,0.035,Joe CULLINANE (Lab),11,1,11
1336,Ward03-Kilwinning_n-ayrshire12-03.csv,0.036,Joe CULLINANE (Lab),11,1,11
1337,Ward03-Kilwinning_n-ayrshire12-03.csv,0.037,Joe CULLINANE (Lab),11,1,11
1338,Ward03-Kilwinning_n-ayrshire12-03.csv,0.038,Joe CULLINANE (Lab),11,1,11
1339,Ward03-Kilwinning_n-ayrshire12-03.csv,0.039,Joe CULLINANE (Lab),11,1,11
1340,Ward03-Kilwinning_n-ayrshire12-03.csv,0.04,Joe CULLINANE (Lab),11,1,11
1341,Ward03-Kilwinning_n-ayrshire12-03.csv,0.041,Joe CULLINANE (Lab),11,1,11
1342,Ward03-Kilwinning_n-ayrshire12-03.csv,0.042,Joe CULLINANE (Lab),11,1,11
1343,Ward03-Kilwinning_n-ayrshire12-03.csv,0.043,Joe CULLINANE (Lab),11,1,11
1344,Ward03-Kilwinning_n-ayrshire12-03.csv,0.044,Joe CULLINANE (Lab),11,1,11
1345,Ward03-Kilwinning_n-ayrshire12-03.csv,0.045,Joe CULLINANE (Lab),11,1,11
1346,Ward03-Kilwinning_n-ayrshire12-03.csv,0.046,Joe CULLINANE (Lab),11,1,11
1347,Ward03-Kilwinning_n-ayrshire12-03.csv,0.047,Joe CULLINANE (Lab),11,1,11
1348,Ward03-Kilwinning_n-ayrshire12-03.csv,0.048,Joe CULLINANE (Lab),11,1,11
1349,Ward03-Kilwinning_n-ayrshire12-03.csv,0.049,Joe CULLINANE (Lab),11,1,11
1350,Ward03-Kilwinning_n-ayrshire12-03.csv,0.05,Joe CULLINANE (Lab),11,1,11
1351,Ward03-Kilwinning_n-ayrshire12-03.csv,0.051,Joe CULLINANE (Lab),11,1,11
1352,Ward03-Kilwinning_n-ayrshire12-03.csv,0.052,Joe CULLINANE (Lab),11,1,11
1353,Ward03-Kilwinning_n-ayrshire12-03.csv,0.053,Joe CULLINANE (Lab),11,1,11
1354,Ward03-Kilwinning_n-ayrshire12-03.csv,0.054,Joe CULLINANE (Lab),11,1,11
1355,Ward03-Kilwinning_n-ayrshire12-03.csv,0.055,Joe CULLINANE (Lab),11,1,11
1356,Ward03-Kilwinning_n-ayrshire12-03.csv,0.056,Joe CULLINANE (Lab),11,1,11
1357,Ward03-Kilwinning_n-ayrshire12-03.csv,0.057,Joe CULLINANE (Lab),11,1,11
1358,Ward03-Kilwinning_n-ayrshire12-03.csv,0.058,Joe CULLINANE (Lab),11,1,11
1359,Ward03-Kilwinning_n-ayrshire12-03.csv,0.059,Joe CULLINANE (Lab),11,1,11
1360,Ward03-Kilwinning_n-ayrshire12-03.csv,0.06,Joe CULLINANE (Lab),11,1,11
1361,Ward03-Kilwinning_n-ayrshire12-03.csv,0.061,Joe CULLINANE (Lab),11,1,11
1362,Ward03-Kilwinning_n-ayrshire12-03.csv,0.062,Joe CULLINANE (Lab),11,1,11
1363,Ward03-Kilwinning_n-ayrshire12-03.csv,0.063,Joe CULLINANE (Lab),11,1,11
1364,Ward03-Kilwinning_n-ayrshire12-03.csv,0.064,Joe CULLINANE (Lab),11,1,11
1365,Ward03-Kilwinning_n-ayrshire12-03.csv,0.065,Joe CULLINANE (Lab),11,1,11
1366,Ward03-Kilwinning_n-ayrshire12-03.csv,0.066,Joe CULLINANE (Lab),11,1,11
1367,Ward03-Kilwinning_n-ayrshire12-03.csv,0.067,Joe CULLINANE (Lab),11,1,11
1368,Ward03-Kilwinning_n-ayrshire12-03.csv,0.068,Joe CULLINANE (Lab),11,1,11
1369,Ward03-Kilwinning_n-ayrshire12-03.csv,0.069,Joe CULLINANE (Lab),11,1,11
1370,Ward03-Kilwinning_n-ayrshire12-03.csv,0.07,Joe CULLINANE (Lab),11,1,11
1371,Ward03-Kilwinning_n-ayrshire12-03.csv,0.071,Joe CULLINANE (Lab),11,1,11
1372,Ward03-Kilwinning_n-ayrshire12-03.csv,0.072,Joe CULLINANE (Lab),11,1,11
1373,Ward03-Kilwinning_n-ayrshire12-03.csv,0.073,Joe CULLINANE (Lab),11,1,11
1374,Ward03-Kilwinning_n-ayrshire12-03.csv,0.074,Joe CULLINANE (Lab),11,1,11
1375,Ward03-Kilwinning_n-ayrshire12-03.csv,0.075,John FERGUSON (SNP),11,1,11
1376,Ward03-Kilwinning_n-ayrshire12-03.csv,0.076,John FERGUSON (SNP),11,1,11
