file,candidate_cloned,percent,numCands,ff
Ward3-DeeandGlenkens_ward3.csv,frozenset({'Anthony BIRD (LD)'}),0.5,8,['Susan MURDOCH (Con)']
Ward2-KintyreandtheIslands_ward2.csv,none,0,6,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Robin CURRIE (LD)'}),0.0,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Dougie MCFADZEAN (SNP)'}),0.0,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Jane B KELLY (Lab)'}),0.0,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alec MCNEILLY (Con)'}),0.0,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alastair John REDMAN (Ind)'}),0.0,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'John MCALPINE (Ind)'}),0.0,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Robin CURRIE (LD)'}),0.1,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Dougie MCFADZEAN (SNP)'}),0.1,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Jane B KELLY (Lab)'}),0.1,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alec MCNEILLY (Con)'}),0.1,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alastair John REDMAN (Ind)'}),0.1,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'John MCALPINE (Ind)'}),0.1,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Robin CURRIE (LD)'}),0.2,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Dougie MCFADZEAN (SNP)'}),0.2,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Jane B KELLY (Lab)'}),0.2,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alec MCNEILLY (Con)'}),0.2,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alastair John REDMAN (Ind)'}),0.2,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'John MCALPINE (Ind)'}),0.2,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Robin CURRIE (LD)'}),0.3,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Dougie MCFADZEAN (SNP)'}),0.3,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Jane B KELLY (Lab)'}),0.3,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alec MCNEILLY (Con)'}),0.3,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alastair John REDMAN (Ind)'}),0.3,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'John MCALPINE (Ind)'}),0.3,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Robin CURRIE (LD)'}),0.4,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Dougie MCFADZEAN (SNP)'}),0.4,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Jane B KELLY (Lab)'}),0.4,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alec MCNEILLY (Con)'}),0.4,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alastair John REDMAN (Ind)'}),0.4,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'John MCALPINE (Ind)'}),0.4,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Robin CURRIE (LD)'}),0.5,7,['Dougie MCFADZEAN (SNP)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Dougie MCFADZEAN (SNP)'}),0.5,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Jane B KELLY (Lab)'}),0.5,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alec MCNEILLY (Con)'}),0.5,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'Alastair John REDMAN (Ind)'}),0.5,7,['John MCALPINE (Ind)']
Ward2-KintyreandtheIslands_ward2.csv,frozenset({'John MCALPINE (Ind)'}),0.5,7,['John MCALPINE (Ind)']
Minneapolis_11022021_CityCouncilWard2.csv,none,0,5,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Robin Wonsley Worlobah'}),0.0,6,['Cam Gordon']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Cam Gordon'}),0.0,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Guy T Gaskin'}),0.0,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Yusra Arab'}),0.0,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Tom Anderson'}),0.0,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Robin Wonsley Worlobah'}),0.1,6,['Cam Gordon']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Cam Gordon'}),0.1,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Guy T Gaskin'}),0.1,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Yusra Arab'}),0.1,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Tom Anderson'}),0.1,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Robin Wonsley Worlobah'}),0.2,6,['Cam Gordon']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Cam Gordon'}),0.2,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Guy T Gaskin'}),0.2,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Yusra Arab'}),0.2,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Tom Anderson'}),0.2,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Robin Wonsley Worlobah'}),0.3,6,['Cam Gordon']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Cam Gordon'}),0.3,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Guy T Gaskin'}),0.3,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Yusra Arab'}),0.3,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Tom Anderson'}),0.3,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Robin Wonsley Worlobah'}),0.4,6,['Cam Gordon']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Cam Gordon'}),0.4,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Guy T Gaskin'}),0.4,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Yusra Arab'}),0.4,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Tom Anderson'}),0.4,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Robin Wonsley Worlobah'}),0.5,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Cam Gordon'}),0.5,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Guy T Gaskin'}),0.5,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Yusra Arab'}),0.5,6,['Robin Wonsley Worlobah']
Minneapolis_11022021_CityCouncilWard2.csv,frozenset({'Tom Anderson'}),0.5,6,['Robin Wonsley Worlobah']
Ward4-CumbernauldEast_n-lanarks17-004.csv,none,0,8,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Paddy HOGG (SNP)'}),0.0,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Claire BARCLAY (SNP)'}),0.0,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Gillian FANNAN (Lab)'}),0.0,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Stevie GRANT (Lab)'}),0.0,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Anne MCCROSSAN (Grn)'}),0.0,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Tom JOHNSTON (SNP)'}),0.0,9,['Claire BARCLAY (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'David STARK (Con)'}),0.0,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Andy LOCKE (Soc)'}),0.0,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Paddy HOGG (SNP)'}),0.1,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Claire BARCLAY (SNP)'}),0.1,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Gillian FANNAN (Lab)'}),0.1,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Stevie GRANT (Lab)'}),0.1,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Anne MCCROSSAN (Grn)'}),0.1,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Tom JOHNSTON (SNP)'}),0.1,9,['Claire BARCLAY (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'David STARK (Con)'}),0.1,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Andy LOCKE (Soc)'}),0.1,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Paddy HOGG (SNP)'}),0.2,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Claire BARCLAY (SNP)'}),0.2,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Gillian FANNAN (Lab)'}),0.2,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Stevie GRANT (Lab)'}),0.2,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Anne MCCROSSAN (Grn)'}),0.2,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Tom JOHNSTON (SNP)'}),0.2,9,['Claire BARCLAY (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'David STARK (Con)'}),0.2,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Andy LOCKE (Soc)'}),0.2,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Paddy HOGG (SNP)'}),0.3,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Claire BARCLAY (SNP)'}),0.3,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Gillian FANNAN (Lab)'}),0.3,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Stevie GRANT (Lab)'}),0.3,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Anne MCCROSSAN (Grn)'}),0.3,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Tom JOHNSTON (SNP)'}),0.3,9,['Claire BARCLAY (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'David STARK (Con)'}),0.3,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Andy LOCKE (Soc)'}),0.3,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Paddy HOGG (SNP)'}),0.4,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Claire BARCLAY (SNP)'}),0.4,9,['Clone']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Gillian FANNAN (Lab)'}),0.4,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Stevie GRANT (Lab)'}),0.4,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Anne MCCROSSAN (Grn)'}),0.4,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Tom JOHNSTON (SNP)'}),0.4,9,['Claire BARCLAY (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'David STARK (Con)'}),0.4,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Andy LOCKE (Soc)'}),0.4,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Paddy HOGG (SNP)'}),0.5,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Claire BARCLAY (SNP)'}),0.5,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Gillian FANNAN (Lab)'}),0.5,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Stevie GRANT (Lab)'}),0.5,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Anne MCCROSSAN (Grn)'}),0.5,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Tom JOHNSTON (SNP)'}),0.5,9,['Claire BARCLAY (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'David STARK (Con)'}),0.5,9,['Tom JOHNSTON (SNP)']
Ward4-CumbernauldEast_n-lanarks17-004.csv,frozenset({'Andy LOCKE (Soc)'}),0.5,9,['Tom JOHNSTON (SNP)']
Ward21NorthEast_glasgow17-021.csv,none,0,8,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Mandy MORGAN (SNP)'}),0.0,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Frances HOWELL (Con)'}),0.0,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Jenny KIERNAN (Sol)'}),0.0,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Ruairi KELLY (SNP)'}),0.0,9,['Maureen BURKE (Lab)']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Gerry BOYLE (Ind)'}),0.0,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Stephen DOCHERTY (Lab)'}),0.0,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Maureen BURKE (Lab)'}),0.0,9,['Ruairi KELLY (SNP)']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Carole URE (Grn)'}),0.0,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Mandy MORGAN (SNP)'}),0.1,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Frances HOWELL (Con)'}),0.1,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Jenny KIERNAN (Sol)'}),0.1,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Ruairi KELLY (SNP)'}),0.1,9,['Clone']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Gerry BOYLE (Ind)'}),0.1,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Stephen DOCHERTY (Lab)'}),0.1,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Maureen BURKE (Lab)'}),0.1,9,['Ruairi KELLY (SNP)']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Carole URE (Grn)'}),0.1,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Mandy MORGAN (SNP)'}),0.2,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Frances HOWELL (Con)'}),0.2,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Jenny KIERNAN (Sol)'}),0.2,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Ruairi KELLY (SNP)'}),0.2,9,['Clone']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Gerry BOYLE (Ind)'}),0.2,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Stephen DOCHERTY (Lab)'}),0.2,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Maureen BURKE (Lab)'}),0.2,9,['Clone']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Carole URE (Grn)'}),0.2,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Mandy MORGAN (SNP)'}),0.3,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Frances HOWELL (Con)'}),0.3,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Jenny KIERNAN (Sol)'}),0.3,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Ruairi KELLY (SNP)'}),0.3,9,['Clone']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Gerry BOYLE (Ind)'}),0.3,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Stephen DOCHERTY (Lab)'}),0.3,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Maureen BURKE (Lab)'}),0.3,9,['Clone']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Carole URE (Grn)'}),0.3,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Mandy MORGAN (SNP)'}),0.4,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Frances HOWELL (Con)'}),0.4,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Jenny KIERNAN (Sol)'}),0.4,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Ruairi KELLY (SNP)'}),0.4,9,['Ruairi KELLY (SNP)']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Gerry BOYLE (Ind)'}),0.4,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Stephen DOCHERTY (Lab)'}),0.4,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Maureen BURKE (Lab)'}),0.4,9,['Maureen BURKE (Lab)']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Carole URE (Grn)'}),0.4,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Mandy MORGAN (SNP)'}),0.5,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Frances HOWELL (Con)'}),0.5,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Jenny KIERNAN (Sol)'}),0.5,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Ruairi KELLY (SNP)'}),0.5,9,['Ruairi KELLY (SNP)']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Gerry BOYLE (Ind)'}),0.5,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Stephen DOCHERTY (Lab)'}),0.5,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Ward21NorthEast_glasgow17-021.csv,frozenset({'Maureen BURKE (Lab)'}),0.5,9,['Maureen BURKE (Lab)']
Ward21NorthEast_glasgow17-021.csv,frozenset({'Carole URE (Grn)'}),0.5,9,"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
Oakland_11082022_Schoolboarddistrict4.csv,none,0,3,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'NICK RESNICK'}),0.0,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'MIKE HUTCHINSON'}),0.0,4,['NICK RESNICK']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'PECOLIA MANIGO'}),0.0,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'NICK RESNICK'}),0.1,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'MIKE HUTCHINSON'}),0.1,4,['NICK RESNICK']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'PECOLIA MANIGO'}),0.1,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'NICK RESNICK'}),0.2,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'MIKE HUTCHINSON'}),0.2,4,['NICK RESNICK']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'PECOLIA MANIGO'}),0.2,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'NICK RESNICK'}),0.3,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'MIKE HUTCHINSON'}),0.3,4,['NICK RESNICK']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'PECOLIA MANIGO'}),0.3,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'NICK RESNICK'}),0.4,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'MIKE HUTCHINSON'}),0.4,4,['NICK RESNICK']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'PECOLIA MANIGO'}),0.4,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'NICK RESNICK'}),0.5,4,['MIKE HUTCHINSON']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'MIKE HUTCHINSON'}),0.5,4,['NICK RESNICK']
Oakland_11082022_Schoolboarddistrict4.csv,frozenset({'PECOLIA MANIGO'}),0.5,4,['MIKE HUTCHINSON']
AnnandaleNorthWard_dumgal12-12.csv,none,0,7,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Con) Roger GRANT'}),0.0,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Lab) Ted BROWN'}),0.0,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Con) Peter DIGGLE'}),0.0,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(LD) Hugh YOUNG'}),0.0,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Con) Gail MACGREGOR'}),0.0,8,['(Con) Peter DIGGLE']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(SNP) Stephen THOMPSON'}),0.0,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Grn) Alis BALLANCE'}),0.0,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Con) Roger GRANT'}),0.1,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Lab) Ted BROWN'}),0.1,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Con) Peter DIGGLE'}),0.1,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(LD) Hugh YOUNG'}),0.1,8,['(Con) Gail MACGREGOR']
AnnandaleNorthWard_dumgal12-12.csv,frozenset({'(Con) Gail MACGREGOR'}),0.1,8,['(Con) Peter DIGGLE']
