PeterheadSouthandCrudenWard_aberdeenshire12-06.csv,6,11.2,88.8
MidFormartineWard_aberdeenshire12-08.csv,7,12.2,87.8
BanffandDistrictWard_aberdeenshire12-01.csv,5,14.2,85.8
StonehavenandLowerDeesideWard_aberdeenshire12-18.csv,10,5.7,94.3
CentralBuchanWard_aberdeenshire12-04.csv,8,7.2,92.8
PeterheadNorthandRattrayWard_aberdeenshire12-05.csv,9,4.5,95.5
NorthKincardineWard_aberdeenshire12-17.csv,7,10.0,90.0
"Ward10-Hawick&Denholm_sc borders,2022,ward 10.csv",6,14.2,85.8
"Ward2-TweeddaleEast_sc borders,2022,ward 2.csv",7,10.7,89.3
"Ward8-Kelso&District_sc borders,2022,ward 8.csv",7,8.6,91.4
"Ward9-Jedburgh&District_sc borders,2022,ward 9.csv",7,9.7,90.3
"Ward4-Selkirkshire_sc borders,2022,ward 4.csv",6,12.8,87.2
"Ward1-TweeddaleWest_sc borders,2022,ward 1.csv",6,14.5,85.5
"Ward3-Galashiels&District_sc borders,2022,ward 3.csv",9,9.0,91.0
"Ward6-MidBerwickshire_sc borders,2022,ward 6.csv",7,9.0,91.0
"Ward5-Leaderdale&Melrose_sc borders,2022,ward 5.csv",7,10.3,89.7
"Ward11-Hawick&Hermitage_sc borders,2022,ward 11.csv",7,11.3,88.7
"Ward7-EastBerwickshire_sc borders,2022,ward 7.csv",8,8.6,91.4
InverclydeWest_inverclyde17-05.csv,7,11.4,88.6
InverclydeSouth_inverclyde17-07.csv,8,10.4,89.6
InverclydeEastCentral_inverclyde17-02.csv,6,14.4,85.6
InverclydeSouthWest_inverclyde17-06.csv,7,13.3,86.7
InverclydeEast_inverclyde17-01.csv,5,17.5,82.5
InverclydeNorth_inverclyde17-04.csv,7,13.0,87.0
InverclydeCentral_inverclyde17-03.csv,6,15.3,84.7
NorthIsles_orkney12-06.csv,4,17.1,82.9
KirkwallEast_orkney12-01.csv,8,9.2,90.8
KirkwallWestandOrphir_orkney12-02.csv,11,2.8,97.2
WestMainland_orkney12-04.csv,9,7.6,92.4
"EastMainland,SouthRonaldsayandBurray_orkney12-05.csv",7,9.2,90.8
StromnessandSouthIsles_orkney12-03.csv,7,8.5,91.5
Ward3-TranentWallyfordandMacmerry_Ward3.csv,9,8.4,91.6
Ward2-PrestonSetonandGosford_Ward2.csv,8,9.3,90.7
Ward6-DunbarandEastLinton_Ward6.csv,7,10.9,89.1
Ward4-NorthBerwickCoastal_Ward4.csv,8,8.7,91.3
Ward5-HaddingtonandLammermuir_Ward5.csv,9,7.2,92.8
Ward1-Musselburgh_Ward1.csv,9,8.4,91.6
Ward4-AyrEast_s-ayrshire12-04.csv,7,7.9,92.1
Ward3-AyrNorth_s-ayrshire12-03.csv,5,16.9,83.1
Ward2-Prestwick_s-ayrshire12-02.csv,6,11.3,88.7
Ward6-Kyle_s-ayrshire12-06.csv,4,20.1,79.9
Ward1-Troon_s-ayrshire12-01.csv,6,12.2,87.8
Ward7-MayboleNorthCarrickandCoylton_s-ayrshire12-07.csv,5,18.5,81.5
